Gene ID,Chromosome,Gene Name,Description
NPIL_34221,BMAW01132851.1,AVEN_80710_1,uncharacterized protein
NPIL_342211,BMAW01101124.1,aacs,acetoacetyl-CoA synthetase
NPIL_342221,BMAW01101124.1,AACS,acetoacetyl-CoA synthetase
NPIL_342231,BMAW01125837.1,Unknown,hypothetical protein
NPIL_342241,BMAW01031474.1,Unknown,hypothetical protein
NPIL_342251,BMAW01031474.1,HPLM_LOCUS16798,uncharacterized protein
NPIL_342261,BMAW01101629.1,Unknown,hypothetical protein
NPIL_342271,BMAW01025128.1,Unknown,hypothetical protein
NPIL_342281,BMAW01131497.1,Unknown,hypothetical protein
NPIL_342291,BMAW01131497.1,Unknown,hypothetical protein
NPIL_342301,BMAW01131497.1,Unknown,hypothetical protein
NPIL_34231,BMAW01132851.1,AVEN_80720_1,uncharacterized protein
NPIL_342311,BMAW01131497.1,pol_667,retrovirus-related Pol polyprotein from transposon 297
NPIL_342321,BMAW01131497.1,Unknown,hypothetical protein
NPIL_342331,BMAW01029598.1,Unknown,hypothetical protein
NPIL_342341,BMAW01064638.1,Unknown,hypothetical protein
NPIL_342351,BMAW01028079.1,SLC41A1,solute carrier family 41 member 1
NPIL_342361,BMAW01028079.1,TX16,u9-ctenitoxin-Pr1a
NPIL_342371,BMAW01028079.1,SLC41A1,solute carrier family 41 member 1
NPIL_342381,BMAW01049387.1,Unknown,hypothetical protein
NPIL_342391,BMAW01020873.1,Unknown,hypothetical protein
NPIL_342401,BMAW01115711.1,Unknown,hypothetical protein
NPIL_34241,BMAW01013109.1,Tf2-12,transposon Tf2-12 polyprotein
NPIL_342411,BMAW01117708.1,akr1a1b,aldo-keto reductase family 1 member A1-B
NPIL_342421,BMAW01117708.1,Unknown,techylectin-5A
NPIL_342431,BMAW01117708.1,akr1a1,aldo-keto reductase family 1 member A1
NPIL_342441,BMAW01117708.1,X975_18423,speckle-type POZ protein B
NPIL_342451,BMAW01117708.1,rdx_16,protein roadkill
NPIL_342461,BMAW01117708.1,AAEL010953,protein OPI10 homolog
NPIL_342471,BMAW01085253.1,NCL1_45908,cuticle protein 16.8
NPIL_342481,BMAW01024367.1,Unknown,hypothetical protein
NPIL_342491,BMAW01024367.1,AVEN_48343_1,CCHC-type domain-containing protein
NPIL_342501,BMAW01048689.1,X975_06660,SCAN domain-containing protein 3
NPIL_34251,BMAW01079140.1,Unknown,hypothetical protein
NPIL_342511,BMAW01024987.1,OSBPL9,oxysterol-binding protein-related protein 9
NPIL_342521,BMAW01024987.1,MCM8,DNA helicase MCM8
NPIL_342531,BMAW01024987.1,Mmut,"methylmalonyl-CoA mutase, mitochondrial"
NPIL_342541,BMAW01024987.1,Unknown,hypothetical protein
NPIL_342551,BMAW01024987.1,ZBED5,zinc finger BED domain-containing protein 5
NPIL_342561,BMAW01024987.1,Fam177a1,protein FAM177A1
NPIL_342571,BMAW01024987.1,asic4a,acid-sensing ion channel 4-A
NPIL_342581,BMAW01024987.1,AVEN_126439_1,uncharacterized protein
NPIL_342591,BMAW01024987.1,Unknown,hypothetical protein
NPIL_342601,BMAW01024987.1,AVEN_126441_1,uncharacterized protein
NPIL_34261,BMAW01030681.1,AVEN_258451_1,uncharacterized protein
NPIL_342611,BMAW01024987.1,NCL1_47421,uncharacterized protein
NPIL_34262,BMAW01030681.1,AVEN_227798_1,uncharacterized protein
NPIL_342621,BMAW01024987.1,NCL1_47421,uncharacterized protein
NPIL_342631,BMAW01024987.1,X975_06660,SCAN domain-containing protein 3
NPIL_342641,BMAW01024987.1,NCL1_47421,uncharacterized protein
NPIL_342651,BMAW01024987.1,HCF,hemocyanin F chain
NPIL_342661,BMAW01024987.1,Unknown,hypothetical protein
NPIL_342671,BMAW01024987.1,Unknown,dimer_Tnp_hAT domain-containing protein
NPIL_342681,BMAW01024987.1,HCC,hemocyanin C chain
NPIL_342691,BMAW01024987.1,Unknown,hypothetical protein
NPIL_342701,BMAW01024987.1,HCE,hemocyanin E chain
NPIL_34271,BMAW01030681.1,TRIP4,activating signal cointegrator 1
NPIL_342711,BMAW01024987.1,HCB,hemocyanin B chain
NPIL_342721,BMAW01024987.1,Unknown,hypothetical protein
NPIL_342731,BMAW01024987.1,Unknown,hypothetical protein
NPIL_342741,BMAW01024987.1,HCA,hemocyanin A chain
NPIL_342751,BMAW01024987.1,Unknown,hypothetical protein
NPIL_342761,BMAW01024987.1,AVEN_255928_1,integrase catalytic domain-containing protein
NPIL_342771,BMAW01024987.1,HCD,hemocyanin D chain
NPIL_342781,BMAW01024987.1,HCG,hemocyanin G chain
NPIL_342791,BMAW01024987.1,Unknown,hypothetical protein
NPIL_342801,BMAW01024987.1,Unknown,hypothetical protein
NPIL_34281,BMAW01067390.1,Unknown,hypothetical protein
NPIL_342811,BMAW01024987.1,AVEN_140320_1,uncharacterized protein
NPIL_342821,BMAW01104324.1,Unknown,hypothetical protein
NPIL_342831,BMAW01104324.1,Unknown,hypothetical protein
NPIL_342841,BMAW01062747.1,Unknown,hypothetical protein
NPIL_342851,BMAW01016500.1,Unknown,hypothetical protein
NPIL_342861,BMAW01044956.1,AVEN_172970_1,integrase catalytic domain-containing protein
NPIL_342871,BMAW01041517.1,Unknown,t-complex protein 1 subunit delta
NPIL_342881,BMAW01023548.1,CDC14B_1,dual specificity protein phosphatase CDC14B
NPIL_342891,BMAW01031163.1,Unknown,hypothetical protein
NPIL_342901,BMAW01031163.1,Unknown,hypothetical protein
NPIL_34291,BMAW01028406.1,Unknown,hypothetical protein
NPIL_342911,BMAW01014770.1,Unknown,hypothetical protein
NPIL_342921,BMAW01014770.1,Unknown,hypothetical protein
NPIL_342931,BMAW01066129.1,Stard7,"stAR-related lipid transfer protein 7, mitochondrial"
NPIL_342932,BMAW01066129.1,Stard7,"stAR-related lipid transfer protein 7, mitochondrial"
NPIL_342941,BMAW01066129.1,Unknown,BED-type domain-containing protein
NPIL_342951,BMAW01066129.1,eef1aknmt,eEF1A lysine and N-terminal methyltransferase
NPIL_342961,BMAW01066129.1,EEF1AKNMT,eEF1A lysine and N-terminal methyltransferase
NPIL_342971,BMAW01066129.1,Unknown,hypothetical protein
NPIL_342981,BMAW01066129.1,inpp5f,phosphatidylinositide phosphatase SAC2
NPIL_342991,BMAW01066129.1,CCDC88C,protein Daple
NPIL_342992,BMAW01066129.1,CCDC88C,protein Daple
NPIL_343001,BMAW01066129.1,rpusd1,RNA pseudouridylate synthase domain-containing protein 1
NPIL_34301,BMAW01028406.1,Unknown,hypothetical protein
NPIL_343011,BMAW01066129.1,Unknown,ML domain-containing protein
NPIL_343021,BMAW01066129.1,Atg14,beclin 1-associated autophagy-related key regulator
NPIL_343031,BMAW01066129.1,Atg16l1,autophagy-related protein 16-1
NPIL_343041,BMAW01066129.1,AVEN_203232_1,uncharacterized protein
NPIL_343051,BMAW01066129.1,Unknown,hypothetical protein
NPIL_343061,BMAW01066129.1,Unknown,hypothetical protein
NPIL_343071,BMAW01066129.1,Ca6,carbonic anhydrase 6
NPIL_343081,BMAW01111207.1,Unknown,hypothetical protein
NPIL_343091,BMAW01120677.1,Unknown,hypothetical protein
NPIL_3431,BMAW01116242.1,AVEN_1766_1,integrase catalytic domain-containing protein
NPIL_343101,BMAW01120677.1,Unknown,hypothetical protein
NPIL_34311,BMAW01069774.1,Unknown,hypothetical protein
NPIL_343111,BMAW01105741.1,AVEN_117246_1,uncharacterized protein
NPIL_343121,BMAW01105741.1,Unknown,hypothetical protein
NPIL_343131,BMAW01105741.1,TIGD6_228,tigger transposable element-derived protein 6
NPIL_343141,BMAW01105741.1,AVEN_202748_1,uncharacterized protein
NPIL_343151,BMAW01119860.1,Unknown,hypothetical protein
NPIL_343161,BMAW01010378.1,DNAH8,"dynein heavy chain 8, axonemal"
NPIL_343171,BMAW01022901.1,Unknown,hypothetical protein
NPIL_343181,BMAW01088961.1,Unknown,hypothetical protein
NPIL_343191,BMAW01088379.1,Unknown,hypothetical protein
NPIL_343201,BMAW01027723.1,Tmem145,transmembrane protein 145
NPIL_34321,BMAW01006936.1,WNT11,protein Wnt-11
NPIL_343211,BMAW01016154.1,Unknown,hypothetical protein
NPIL_343221,BMAW01118440.1,dnaK,chaperone protein DnaK
NPIL_343231,BMAW01003904.1,Unknown,hypothetical protein
NPIL_343241,BMAW01003904.1,betA,oxygen-dependent choline dehydrogenase
NPIL_343251,BMAW01044439.1,pif1_97,ATP-dependent DNA helicase
NPIL_343261,BMAW01044439.1,IIV6-030L,uncharacterized protein 030L
NPIL_343271,BMAW01042463.1,NCL1_39395,uncharacterized protein
NPIL_343281,BMAW01056538.1,ATM,hypothetical protein
NPIL_343291,BMAW01017070.1,Unknown,hypothetical protein
NPIL_343301,BMAW01105209.1,Unknown,hypothetical protein
NPIL_34331,BMAW01006936.1,Unknown,hypothetical protein
NPIL_343311,BMAW01058094.1,Unknown,hypothetical protein
NPIL_343321,BMAW01058094.1,Unknown,hypothetical protein
NPIL_343331,BMAW01062961.1,Unknown,hypothetical protein
NPIL_343341,BMAW01058512.1,Unknown,hypothetical protein
NPIL_343351,BMAW01114015.1,Unknown,hypothetical protein
NPIL_343361,BMAW01081563.1,Unknown,HTH_48 domain-containing protein
NPIL_343371,BMAW01040520.1,Unknown,hypothetical protein
NPIL_343381,BMAW01001051.1,Unknown,hypothetical protein
NPIL_343391,BMAW01050621.1,Unknown,hypothetical protein
NPIL_343401,BMAW01036950.1,Unknown,hypothetical protein
NPIL_34341,BMAW01006936.1,rnf121,RING finger protein 121
NPIL_343411,BMAW01047202.1,Unknown,hypothetical protein
NPIL_34342,BMAW01006936.1,rnf121,RING finger protein 121
NPIL_343421,BMAW01051612.1,Unknown,hypothetical protein
NPIL_343431,BMAW01011816.1,NCL1_38895,uncharacterized protein
NPIL_343441,BMAW01089495.1,Unknown,hypothetical protein
NPIL_343451,BMAW01063283.1,AVEN_213714_1,uncharacterized protein
NPIL_343461,BMAW01003651.1,unc-22,twitchin
NPIL_343471,BMAW01103508.1,AVEN_97878_1,uncharacterized protein
NPIL_343472,BMAW01103508.1,F54H12.2_92,uncharacterized protein F54H12.2
NPIL_343481,BMAW01103508.1,AVEN_186976_1,uncharacterized protein
NPIL_343491,BMAW01082092.1,Unknown,hypothetical protein
NPIL_343501,BMAW01082092.1,Unknown,hypothetical protein
NPIL_34351,BMAW01006936.1,ufsp2,ufm1-specific protease 2
NPIL_343511,BMAW01082092.1,Unknown,hypothetical protein
NPIL_343521,BMAW01125220.1,Unknown,hypothetical protein
NPIL_343531,BMAW01048624.1,Unknown,hypothetical protein
NPIL_343541,BMAW01048624.1,NCL1_53404,uncharacterized protein
NPIL_343551,BMAW01120820.1,Unknown,hypothetical protein
NPIL_343561,BMAW01111637.1,AGAP009949,putative oxidoreductase GLYR1 homolog
NPIL_343562,BMAW01111637.1,AGAP009949,putative oxidoreductase GLYR1 homolog
NPIL_343571,BMAW01002365.1,Unknown,hypothetical protein
NPIL_343581,BMAW01098655.1,FASN,fatty acid synthase
NPIL_343591,BMAW01061124.1,Unknown,hypothetical protein
NPIL_343601,BMAW01061124.1,Unknown,hypothetical protein
NPIL_34361,BMAW01006936.1,UBE2A,ubiquitin-conjugating enzyme E2 A
NPIL_343611,BMAW01061124.1,bmp4,bone morphogenetic protein 4
NPIL_343621,BMAW01061124.1,Unknown,hypothetical protein
NPIL_343631,BMAW01061124.1,AVEN_144440_1,uncharacterized protein
NPIL_343641,BMAW01061124.1,TIGD1_91,tigger transposable element-derived protein 1
NPIL_343651,BMAW01061124.1,KCNK16,potassium channel subfamily K member 16
NPIL_343661,BMAW01098529.1,Unknown,uncharacterized protein
NPIL_343671,BMAW01098529.1,Unknown,uncharacterized protein
NPIL_343681,BMAW01098529.1,TUBE1,tubulin epsilon chain
NPIL_343691,BMAW01098529.1,slc6a5,sodium- and chloride-dependent glycine transporter 2
NPIL_343701,BMAW01098529.1,Unknown,hypothetical protein
NPIL_34371,BMAW01006936.1,pol_2772,retrovirus-related Pol polyprotein from transposon 297
NPIL_343711,BMAW01012657.1,AVEN_246524_1,uncharacterized protein
NPIL_343721,BMAW01105084.1,Unknown,hypothetical protein
NPIL_343731,BMAW01105084.1,Unknown,hypothetical protein
NPIL_343741,BMAW01078481.1,yod1,ubiquitin thioesterase OTU1
NPIL_343751,BMAW01078481.1,AVEN_199663_1,uncharacterized protein
NPIL_343761,BMAW01078481.1,RF55_19389,pol polyprotein
NPIL_343771,BMAW01078481.1,TBX18,t-box transcription factor TBX18
NPIL_343772,BMAW01078481.1,TBX18,t-box transcription factor TBX18
NPIL_343781,BMAW01078481.1,Edem2,ER degradation-enhancing alpha-mannosidase-like protein 2
NPIL_343791,BMAW01078481.1,Unknown,hypothetical protein
NPIL_343792,BMAW01078481.1,Unknown,hypothetical protein
NPIL_343801,BMAW01078481.1,AVEN_68946_1,uncharacterized protein
NPIL_34381,BMAW01006936.1,Unknown,hypothetical protein
NPIL_343811,BMAW01078481.1,enpp6,hypothetical protein
NPIL_343821,BMAW01078481.1,txbp-3,tax1-binding protein 3 homolog
NPIL_343831,BMAW01078481.1,YEATS4,YEATS domain-containing protein 4
NPIL_343841,BMAW01078481.1,Ubc2,ubiquitin-conjugating enzyme E2-24 kDa
NPIL_343851,BMAW01130865.1,Unknown,hypothetical protein
NPIL_343861,BMAW01097398.1,Unknown,hypothetical protein
NPIL_343871,BMAW01106589.1,NCL1_48578,uncharacterized protein
NPIL_343881,BMAW01088985.1,Unknown,hypothetical protein
NPIL_343891,BMAW01088985.1,Unknown,hypothetical protein
NPIL_343901,BMAW01037696.1,Unknown,hypothetical protein
NPIL_34391,BMAW01006936.1,X975_17673,piggyBac transposable element-derived protein 3
NPIL_343911,BMAW01116702.1,Unknown,hypothetical protein
NPIL_343921,BMAW01116702.1,Unknown,hypothetical protein
NPIL_343931,BMAW01101540.1,Unknown,hypothetical protein
NPIL_343941,BMAW01101540.1,Unknown,hypothetical protein
NPIL_343951,BMAW01000911.1,Unknown,hypothetical protein
NPIL_343961,BMAW01085548.1,Unknown,hypothetical protein
NPIL_343971,BMAW01023839.1,Unknown,hypothetical protein
NPIL_343981,BMAW01023839.1,Unknown,hypothetical protein
NPIL_343991,BMAW01023839.1,AVEN_76936_1,HTH_48 domain-containing protein
NPIL_344001,BMAW01023839.1,Kif26b,kinesin-like protein KIF26B
NPIL_34401,BMAW01006936.1,Unknown,hypothetical protein
NPIL_344011,BMAW01023839.1,Unknown,hypothetical protein
NPIL_344021,BMAW01023839.1,Unknown,hypothetical protein
NPIL_344031,BMAW01099217.1,TARS1,"threonine--tRNA ligase 1, cytoplasmic"
NPIL_344041,BMAW01012853.1,Unknown,hypothetical protein
NPIL_344051,BMAW01021361.1,Unknown,hypothetical protein
NPIL_344061,BMAW01021361.1,Unknown,hypothetical protein
NPIL_344071,BMAW01021361.1,Unknown,hypothetical protein
NPIL_344081,BMAW01067365.1,Unknown,hypothetical protein
NPIL_344091,BMAW01036555.1,Unknown,hypothetical protein
NPIL_3441,BMAW01116242.1,AVEN_218542_1,integrase catalytic domain-containing protein
NPIL_344101,BMAW01036555.1,Unknown,hypothetical protein
NPIL_34411,BMAW01006936.1,pol_2418,retrovirus-related Pol polyprotein from transposon 297
NPIL_344111,BMAW01038747.1,Unknown,hypothetical protein
NPIL_344121,BMAW01019226.1,Unknown,hypothetical protein
NPIL_344131,BMAW01019226.1,Unknown,hypothetical protein
NPIL_344141,BMAW01071345.1,Unknown,hypothetical protein
NPIL_344151,BMAW01071345.1,AVEN_58406_1,uncharacterized protein
NPIL_344161,BMAW01071345.1,Unknown,hypothetical protein
NPIL_344171,BMAW01080520.1,Unknown,hypothetical protein
NPIL_344181,BMAW01125100.1,Dcaf1,hypothetical protein
NPIL_344182,BMAW01125100.1,DCAF1,hypothetical protein
NPIL_344191,BMAW01032914.1,Unknown,hypothetical protein
NPIL_344201,BMAW01035141.1,Unknown,hypothetical protein
NPIL_34421,BMAW01006936.1,Unknown,hypothetical protein
NPIL_344211,BMAW01060632.1,Unknown,hypothetical protein
NPIL_344221,BMAW01060632.1,Unknown,hypothetical protein
NPIL_344231,BMAW01111578.1,Unknown,hypothetical protein
NPIL_344241,BMAW01111578.1,Unknown,hypothetical protein
NPIL_344251,BMAW01111578.1,Unknown,hypothetical protein
NPIL_344261,BMAW01111578.1,Unknown,hypothetical protein
NPIL_344271,BMAW01111578.1,Unknown,hypothetical protein
NPIL_344281,BMAW01025318.1,Unknown,hypothetical protein
NPIL_344291,BMAW01111740.1,Unknown,hypothetical protein
NPIL_344301,BMAW01053892.1,Unknown,hypothetical protein
NPIL_34431,BMAW01006936.1,Lrpprc,"leucine-rich PPR motif-containing protein, mitochondrial"
NPIL_344311,BMAW01053892.1,Unknown,hypothetical protein
NPIL_344321,BMAW01053892.1,Unknown,hypothetical protein
NPIL_344331,BMAW01053892.1,Unknown,hypothetical protein
NPIL_344341,BMAW01053892.1,Unknown,hypothetical protein
NPIL_344351,BMAW01053892.1,Unknown,hypothetical protein
NPIL_344361,BMAW01053892.1,Unknown,hypothetical protein
NPIL_344371,BMAW01053892.1,Unknown,hypothetical protein
NPIL_344381,BMAW01044989.1,Unknown,hypothetical protein
NPIL_344391,BMAW01044989.1,Unknown,uncharacterized protein
NPIL_344401,BMAW01044989.1,Unknown,uncharacterized protein
NPIL_34441,BMAW01006936.1,Unknown,t-complex protein 1 subunit delta
NPIL_344411,BMAW01123005.1,Unknown,hypothetical protein
NPIL_344421,BMAW01042777.1,Unknown,hypothetical protein
NPIL_344431,BMAW01042777.1,AVEN_232344_1,uncharacterized protein
NPIL_344441,BMAW01042777.1,F54H12.2_27,uncharacterized protein F54H12.2
NPIL_344451,BMAW01042777.1,F54H12.2_16,uncharacterized protein F54H12.2
NPIL_344461,BMAW01042777.1,AVEN_223522_1,uncharacterized protein
NPIL_344471,BMAW01042777.1,AVEN_80271_1,uncharacterized protein
NPIL_344472,BMAW01042777.1,AVEN_80271_1,uncharacterized protein
NPIL_344481,BMAW01128390.1,Unknown,hypothetical protein
NPIL_344491,BMAW01110068.1,Unknown,hypothetical protein
NPIL_344501,BMAW01110068.1,AVEN_48072_1,uncharacterized protein
NPIL_34451,BMAW01006936.1,AVEN_155480_1,uncharacterized protein
NPIL_344511,BMAW01104256.1,Unknown,hypothetical protein
NPIL_344521,BMAW01042271.1,Unknown,hypothetical protein
NPIL_344531,BMAW01052532.1,scu,3-hydroxyacyl-CoA dehydrogenase type-2
NPIL_344541,BMAW01046806.1,Unknown,hypothetical protein
NPIL_344551,BMAW01046806.1,Unknown,hypothetical protein
NPIL_344561,BMAW01003158.1,Unknown,hypothetical protein
NPIL_344571,BMAW01003158.1,pol_3779,retrovirus-related Pol polyprotein from transposon 297
NPIL_344581,BMAW01003158.1,Unknown,hypothetical protein
NPIL_344591,BMAW01030909.1,Ldlrap1,low density lipoprotein receptor adapter protein 1
NPIL_344601,BMAW01030909.1,TY3B-G_559,transposon Ty3-G Gag-Pol polyprotein
NPIL_34461,BMAW01006936.1,Unknown,hypothetical protein
NPIL_344611,BMAW01030909.1,Odc1,ornithine decarboxylase
NPIL_344621,BMAW01030909.1,Unknown,hypothetical protein
NPIL_344631,BMAW01040491.1,Unknown,hypothetical protein
NPIL_344641,BMAW01092241.1,X975_18538,integrase catalytic domain-containing protein
NPIL_344651,BMAW01035390.1,Unknown,hypothetical protein
NPIL_344661,BMAW01035390.1,Unknown,hypothetical protein
NPIL_344671,BMAW01114157.1,NCL1_30136,THAP domain-containing protein 3
NPIL_344681,BMAW01085064.1,AVEN_230738_1,integrase_H2C2 domain-containing protein
NPIL_344691,BMAW01100713.1,Unknown,hypothetical protein
NPIL_344701,BMAW01078135.1,EN,homeobox protein engrailed
NPIL_34471,BMAW01006936.1,Unknown,hypothetical protein
NPIL_344711,BMAW01078135.1,Unknown,hypothetical protein
NPIL_344721,BMAW01078135.1,X975_13711,uncharacterized protein
NPIL_344731,BMAW01096664.1,Unknown,hypothetical protein
NPIL_344741,BMAW01096664.1,AVEN_95380_1,uncharacterized protein
NPIL_344751,BMAW01096664.1,Unknown,hypothetical protein
NPIL_344761,BMAW01096664.1,Unknown,hypothetical protein
NPIL_344771,BMAW01096664.1,AVEN_95379_1,uncharacterized protein
NPIL_344781,BMAW01096664.1,AVEN_95379_1,uncharacterized protein
NPIL_344791,BMAW01096664.1,Unknown,hypothetical protein
NPIL_344801,BMAW01096664.1,Unknown,hypothetical protein
NPIL_34481,BMAW01006936.1,GTF2IRD2_58,general transcription factor II-I repeat domain-containing protein 2A
NPIL_344811,BMAW01096664.1,AVEN_95373_1,uncharacterized protein
NPIL_344821,BMAW01096664.1,Unknown,hypothetical protein
NPIL_344831,BMAW01096664.1,X975_19715,transmembrane protein 42
NPIL_344841,BMAW01096664.1,Emc8,ER membrane protein complex subunit 8
NPIL_344851,BMAW01096664.1,dusp22,dual specificity protein phosphatase 22
NPIL_344861,BMAW01014856.1,Unknown,hypothetical protein
NPIL_344871,BMAW01014856.1,Unknown,hypothetical protein
NPIL_344881,BMAW01014856.1,Unknown,uncharacterized protein
NPIL_344891,BMAW01014856.1,Unknown,hypothetical protein
NPIL_344901,BMAW01128382.1,Unknown,hypothetical protein
NPIL_34491,BMAW01006936.1,Unknown,hypothetical protein
NPIL_344911,BMAW01128382.1,Unknown,hypothetical protein
NPIL_344921,BMAW01058484.1,Unknown,hypothetical protein
NPIL_344931,BMAW01058484.1,Unknown,hypothetical protein
NPIL_344941,BMAW01058484.1,Unknown,hypothetical protein
NPIL_344951,BMAW01062734.1,AVEN_6559-2_1,uncharacterized protein
NPIL_344961,BMAW01084317.1,AVEN_198723_1,uncharacterized protein
NPIL_344971,BMAW01060612.1,Unknown,hypothetical protein
NPIL_344981,BMAW01118984.1,NCL1_40362,zonadhesin
NPIL_344991,BMAW01118984.1,AVEN_184938_1,uncharacterized protein
NPIL_345001,BMAW01118984.1,AVEN_127627_1,integrase catalytic domain-containing protein
NPIL_34501,BMAW01006936.1,Unknown,hypothetical protein
NPIL_345011,BMAW01105836.1,B7P43_G01287,HTH_48 domain-containing protein
NPIL_345021,BMAW01043031.1,Unknown,hypothetical protein
NPIL_345031,BMAW01103853.1,ZBED5,zinc finger BED domain-containing protein 5
NPIL_345041,BMAW01103853.1,Shaw,potassium voltage-gated channel protein Shaw
NPIL_345051,BMAW01103853.1,Unknown,hypothetical protein
NPIL_345061,BMAW01103853.1,Unknown,hypothetical protein
NPIL_345071,BMAW01103853.1,Unknown,hypothetical protein
NPIL_345081,BMAW01103853.1,Unknown,hypothetical protein
