# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "gene_id" "-a" "annotation.gtf" "-o" "counts/temp_counts_gene.txt" "alignments/NPFM1_sorted.bam" "alignments/NPFM2_sorted.bam" "alignments/NPFM3_sorted.bam" "alignments/NPFM4_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/NPFM1_sorted.bam	alignments/NPFM2_sorted.bam	alignments/NPFM3_sorted.bam	alignments/NPFM4_sorted.bam
NPIL_598111	BMAW01083219.1	850	1080	+	231	0	0	2	0
NPIL_174181	BMAW01083222.1	227	7252	-	7026	0	42	350	24
NPIL_583991	BMAW01083223.1	60	1595	-	1536	0	0	0	0
NPIL_5691	BMAW01083238.1	15941	16198	-	258	0	0	1	0
NPIL_500011	BMAW01083239.1	624	7939	-	7316	0	0	2	0
NPIL_133751	BMAW01083246.1	17484	71728	-	54245	2	223	217	7
NPIL_133761	BMAW01083246.1	71918	72226	+	309	0	0	0	0
NPIL_96051	BMAW01083247.1	18183	18494	+	312	0	0	0	0
NPIL_96061	BMAW01083247.1	57150	57794	-	645	0	0	2	0
NPIL_96071	BMAW01083247.1	103296	103592	-	297	0	0	6	0
NPIL_81575	BMAW01083248.1	32492	32573	+	82	0	0	2	0
NPIL_317801	BMAW01083248.1	56945	57931	+	987	3	0	0	0
NPIL_317811	BMAW01083248.1	79665	113174	-	33510	278	171	206	192
NPIL_317821	BMAW01083248.1	153756	154007	-	252	0	0	0	0
NPIL_81579	BMAW01083248.1	166587	166658	-	72	0	0	1	0
NPIL_317831	BMAW01083248.1	188678	192728	-	4051	0	4	23	0
NPIL_317841	BMAW01083248.1	207542	207850	-	309	0	0	0	0
NPIL_317851	BMAW01083248.1	224972	225331	+	360	0	0	0	0
NPIL_317861	BMAW01083248.1	230428	231107	+	680	0	0	0	0
NPIL_317871	BMAW01083248.1	248011	263238	+	15228	2	23	69	4
NPIL_81578	BMAW01083248.1;BMAW01083248.1	296577;296636	296623;296672	-;-	84	0	1	1	0
NPIL_81577	BMAW01083248.1	309977	310048	-	72	0	0	0	0
NPIL_81576	BMAW01083248.1	315334	315405	-	72	0	0	3	0
NPIL_61801	BMAW01083252.1	6928	7398	-	471	0	0	0	0
NPIL_515841	BMAW01083257.1	3643	4395	+	753	0	0	0	0
NPIL_122971	BMAW01083259.1	8068	8548	+	481	0	0	4	0
NPIL_261671	BMAW01083262.1	963	2267	+	1305	0	0	0	0
NPIL_668001	BMAW01083266.1	75	1763	+	1689	0	0	6	0
NPIL_73791	BMAW01083271.1	13842	17350	-	3509	0	0	0	10
NPIL_487151	BMAW01083272.1	3401	3706	-	306	0	0	0	0
NPIL_632581	BMAW01083274.1	1840	5163	+	3324	0	0	0	0
NPIL_575981	BMAW01083276.1	1675	1733	-	59	0	0	0	0
NPIL_85211	BMAW01083277.1	8335	8751	-	417	0	0	9	0
NPIL_85221	BMAW01083277.1	12628	21924	+	9297	0	124	96	6
NPIL_375231	BMAW01083279.1	17632	18768	-	1137	0	0	0	15
NPIL_527971	BMAW01083286.1	272	583	-	312	0	0	0	0
NPIL_393271	BMAW01083298.1	2	2774	+	2773	0	0	1	0
NPIL_667001	BMAW01083299.1	943	1260	-	318	0	2	2	0
NPIL_95901	BMAW01083325.1	5760	6155	-	396	95	29	0	6
NPIL_667601	BMAW01083330.1	60	489	+	430	0	0	0	0
NPIL_607011	BMAW01083331.1	1865	2110	-	246	0	0	0	0
NPIL_633851	BMAW01083332.1	3677	4479	+	803	0	2	3	0
NPIL_317991	BMAW01083336.1	1341	1694	-	354	0	0	4	0
NPIL_60591	BMAW01083339.1	1512	1856	+	345	0	0	0	0
NPIL_522221	BMAW01083343.1	35149	42603	-	7455	18	0	0	0
NPIL_522231	BMAW01083343.1	300360	300674	+	315	0	0	0	0
NPIL_522241	BMAW01083343.1	360298	366805	-	6508	4	13	13	0
NPIL_183761	BMAW01083356.1	2622	3167	-	546	0	0	0	0
NPIL_183771	BMAW01083356.1	3311	3727	-	417	0	0	4	4
NPIL_546861	BMAW01083358.1	32973	33314	-	342	0	0	0	0
NPIL_546871	BMAW01083358.1	36170	42745	+	6576	0	28	55	7
NPIL_546881	BMAW01083358.1	74699	75064	-	366	0	0	2	0
NPIL_546891	BMAW01083358.1	95595	95912	-	318	0	1	2	0
NPIL_546901	BMAW01083358.1	147257	147874	-	618	0	0	0	0
NPIL_546911	BMAW01083358.1	225481	225765	-	285	0	0	0	0
NPIL_546921	BMAW01083358.1	314454	314929	-	476	0	0	0	0
NPIL_546931	BMAW01083358.1	376635	376967	+	333	0	0	0	0
NPIL_546941	BMAW01083358.1	381085	388468	-	7384	2	10	40	0
NPIL_546951	BMAW01083358.1	404925	429056	-	24132	41	20	101	0
NPIL_272211	BMAW01083362.1	179	1559	-	1381	2	17	9	0
NPIL_272221	BMAW01083362.1	13801	22149	-	8349	3568	70707	114	73
NPIL_272231	BMAW01083362.1	73572	75391	-	1820	0	0	2	0
NPIL_272241	BMAW01083362.1	245016	248213	-	3198	1	6	19	4
NPIL_272251	BMAW01083362.1	250746	262716	+	11971	202	100	38	336
NPIL_272261	BMAW01083362.1	271389	295506	-	24118	3523	560	93	494
NPIL_272271	BMAW01083362.1	304501	320339	+	15839	71	54	55	0
NPIL_225491	BMAW01083363.1	50230	69325	-	19096	0	33	73	0
NPIL_225501	BMAW01083363.1	135080	145770	-	10691	0	12	43	2
NPIL_225511	BMAW01083363.1	181415	227332	+	45918	152	77	189	127
NPIL_225521	BMAW01083363.1	241921	242190	-	270	0	0	1	0
NPIL_225531	BMAW01083363.1	276170	276397	+	228	0	0	3	0
NPIL_225541	BMAW01083363.1	357203	358340	-	1138	0	2	21	0
NPIL_225551	BMAW01083363.1	360031	397626	+	37596	0	51	151	7
NPIL_225561	BMAW01083363.1	440708	441211	+	504	0	0	3	0
NPIL_225571	BMAW01083363.1	466781	471616	+	4836	0	0	20	0
NPIL_225581	BMAW01083363.1	475371	475658	+	288	0	0	0	0
NPIL_225591	BMAW01083363.1	507305	508737	-	1433	0	1	5	0
NPIL_225601	BMAW01083363.1	544163	679599	+	135437	40	220	202	6
NPIL_225611	BMAW01083363.1	686740	699706	+	12967	2	18	21	0
NPIL_225621	BMAW01083363.1	715486	717914	-	2429	4	3	16	0
NPIL_225631	BMAW01083363.1	734713	765817	-	31105	205	78	134	26
NPIL_225641	BMAW01083363.1	806520	841262	+	34743	15	51	163	1
NPIL_225651	BMAW01083363.1	870190	874165	-	3976	0	0	5	0
NPIL_225661	BMAW01083363.1	897390	910704	-	13315	203	80	74	91
NPIL_225671	BMAW01083363.1	930790	997233	-	66444	137	166	324	41
NPIL_225681	BMAW01083363.1	982328	982846	+	519	0	0	0	0
NPIL_225691	BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1	1007705;1010341;1011458;1012029;1013239;1016852;1018327;1018723;1019170;1024590	1007828;1010477;1011499;1012105;1013365;1016995;1018467;1018819;1019336;1024649	+;+;+;+;+;+;+;+;+;+	1116	2	2	3	3
NPIL_225692	BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1;BMAW01083363.1	1007705;1010341;1011458;1012029;1013239;1016852;1018327;1018723;1019170;1019695	1007828;1010477;1011499;1012105;1013365;1016995;1018467;1018819;1019336;1019706	+;+;+;+;+;+;+;+;+;+	1068	0	0	0	0
NPIL_225701	BMAW01083363.1	1033666	1035245	-	1580	0	0	3	0
NPIL_225711	BMAW01083363.1	1038743	1099889	-	61147	1	57	186	13
NPIL_225721	BMAW01083363.1	1124161	1141009	-	16849	60	33	72	35
NPIL_225731	BMAW01083363.1	1141211	1170998	+	29788	1920	1044	415	1108
NPIL_225741	BMAW01083363.1	1189436	1194081	+	4646	86	42	33	24
NPIL_225751	BMAW01083363.1	1221802	1222128	-	327	0	0	7	0
NPIL_225761	BMAW01083363.1	1246690	1246983	-	294	0	1	0	0
NPIL_225771	BMAW01083363.1	1249904	1250212	-	309	0	0	0	0
NPIL_225781	BMAW01083363.1	1250332	1250658	-	327	0	0	0	0
NPIL_225791	BMAW01083363.1	1254453	1269665	-	15213	0	6	31	0
NPIL_225801	BMAW01083363.1	1271793	1287981	-	16189	400	95	92	230
NPIL_225811	BMAW01083363.1	1296541	1298125	+	1585	0	2	8	0
NPIL_225821	BMAW01083363.1	1319914	1320228	-	315	0	4	3	0
NPIL_225831	BMAW01083363.1	1325202	1344715	+	19514	91	42	65	5
NPIL_225841	BMAW01083363.1	1388990	1389295	-	306	0	0	1	0
NPIL_225851	BMAW01083363.1	1413844	1419737	+	5894	1	12	9	2
NPIL_225861	BMAW01083363.1	1421032	1457710	-	36679	61	109	203	108
NPIL_225871	BMAW01083363.1	1464329	1469383	+	5055	0	0	25	1
NPIL_80275	BMAW01083363.1	1469183	1470242	-	1060	0	0	0	0
NPIL_225881	BMAW01083363.1	1469679	1470985	+	1307	0	0	0	0
NPIL_80276	BMAW01083363.1	1470565	1472693	-	2129	0	0	0	0
NPIL_225891	BMAW01083363.1	1471065	1471346	+	282	0	0	0	0
NPIL_225901	BMAW01083363.1	1471364	1472477	+	1114	0	0	0	0
NPIL_80277	BMAW01083363.1	1473137	1473293	-	157	0	0	1	0
NPIL_225911	BMAW01083363.1	1473596	1473913	-	318	0	0	4	0
NPIL_225921	BMAW01083363.1	1473978	1474610	+	633	0	0	0	0
NPIL_80278	BMAW01083363.1	1474606	1475641	-	1036	2	0	2	0
NPIL_225931	BMAW01083363.1	1491070	1495605	-	4536	0	14	31	2
NPIL_225941	BMAW01083363.1	1498591	1498941	-	351	0	1	5	0
NPIL_225951	BMAW01083363.1	1500971	1501288	-	318	0	0	0	0
NPIL_225961	BMAW01083363.1	1501371	1505515	+	4145	74	40	12	142
NPIL_225971	BMAW01083363.1	1508830	1536751	-	27922	1666	704	169	743
NPIL_225981	BMAW01083363.1	1537272	1591415	+	54144	422	211	241	1565
NPIL_225991	BMAW01083363.1	1596960	1598609	-	1650	53	25	8	81
NPIL_226001	BMAW01083363.1	1598666	1601834	-	3169	14	12	6	0
NPIL_226011	BMAW01083363.1	1608037	1612266	+	4230	927	373	33	442
NPIL_226021	BMAW01083363.1	1635470	1636882	-	1413	0	0	0	0
NPIL_226031	BMAW01083363.1	1645497	1717454	+	71958	65	171	372	43
NPIL_226041	BMAW01083363.1	1740921	1758690	-	17770	22	46	91	24
NPIL_226051	BMAW01083363.1	1759873	1778568	+	18696	153	60	92	83
NPIL_226061	BMAW01083363.1	1792212	1806749	+	14538	149	296	117	347
NPIL_226071	BMAW01083363.1	1832391	1857769	+	25379	45	152	142	28
NPIL_226082	BMAW01083363.1;BMAW01083363.1;BMAW01083363.1	1884695;1887109;1898296	1884917;1887189;1898672	-;-;-	681	0	0	0	0
NPIL_226081	BMAW01083363.1;BMAW01083363.1;BMAW01083363.1	1884695;1887109;1898296	1884917;1887192;1898672	-;-;-	684	0	0	0	0
NPIL_226091	BMAW01083363.1	1921765	1922460	+	696	19	10	15	6
NPIL_226101	BMAW01083363.1	1956975	2009661	+	52687	38	121	239	2
NPIL_226111	BMAW01083363.1	2032527	2073729	+	41203	575	125	145	132
NPIL_226121	BMAW01083363.1	2082940	2128971	-	46032	74	315	250	160
NPIL_226131	BMAW01083363.1	2134984	2240732	+	105749	26	3229	195	9
NPIL_226141	BMAW01083363.1	2282619	2385045	-	102427	217	205	329	104
NPIL_226151	BMAW01083363.1	2557376	2584954	-	27579	19	37	89	8
NPIL_226161	BMAW01083363.1	2585371	2585832	+	462	0	0	0	0
NPIL_226171	BMAW01083363.1	2592887	2602624	-	9738	67	192	9	2
NPIL_226181	BMAW01083363.1	2613977	2627612	-	13636	1065	2529	17	24
NPIL_226191	BMAW01083363.1	2646159	2646845	-	687	0	0	0	0
NPIL_226201	BMAW01083363.1	2658175	2668017	-	9843	197	214	71	44
NPIL_226211	BMAW01083363.1	2732150	2734600	-	2451	0	0	10	0
NPIL_226221	BMAW01083363.1	2739006	2744010	+	5005	0	1	14	0
NPIL_226231	BMAW01083363.1	2747464	2747805	-	342	1	0	4	2
NPIL_226241	BMAW01083363.1	2776422	2785635	-	9214	2196	6	6	261
NPIL_226251	BMAW01083363.1	2807522	2852275	+	44754	399	106	148	2215
NPIL_226261	BMAW01083363.1	2863491	2880222	+	16732	10	44	16	0
NPIL_226271	BMAW01083363.1	2883763	2885029	+	1267	0	6	4	0
NPIL_226281	BMAW01083363.1	2889678	2896270	+	6593	2	8	7	0
NPIL_226291	BMAW01083363.1	2909894	2919415	+	9522	10044	6002	78	80
NPIL_226301	BMAW01083363.1	2925627	2926368	+	742	0	0	2	0
NPIL_226311	BMAW01083363.1	2931972	2932643	+	672	0	0	6	0
NPIL_562701	BMAW01083370.1	5982	10373	-	4392	205	85	36	633
NPIL_562711	BMAW01083370.1	11030	24089	+	13060	65	82	70	58
NPIL_562721	BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1	56118;57049;57917;58147;59232;59730;60062;60414;60686;61055;62560;62757;63468;64245;65294;65595;66614;67564;87679	56261;57249;58035;58343;59303;59834;60172;60585;60760;61148;62649;62866;63627;64401;65478;65734;66722;67647;88371	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3018	0	0	0	0
NPIL_562722	BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1;BMAW01083370.1	56118;57049;57917;58147;59232;59730;60062;60414;60686;61055;62560;62757;63468;64245;65294;65595;66557;67564;87679	56261;57249;58035;58343;59303;59834;60172;60585;60760;61148;62649;62866;63627;64401;65478;65734;66722;67647;88371	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3075	0	0	0	0
NPIL_562731	BMAW01083370.1	76184	76507	+	324	0	0	0	0
NPIL_562741	BMAW01083370.1;BMAW01083370.1	108846;166550	129253;212073	-;-	65932	291	367	499	80
NPIL_562751	BMAW01083370.1	134642	134917	-	276	0	0	3	0
NPIL_562761	BMAW01083370.1	273970	274263	+	294	0	0	3	0
NPIL_562771	BMAW01083370.1	275701	281150	-	5450	0	0	0	8
NPIL_562781	BMAW01083370.1	312333	314706	+	2374	0	0	0	0
NPIL_562791	BMAW01083370.1	316729	317076	-	348	3	2	10	0
NPIL_81584	BMAW01083370.1	327385	327457	-	73	0	0	0	0
NPIL_81583	BMAW01083370.1	350956	351028	-	73	0	2	0	0
NPIL_81582	BMAW01083370.1	351447	351519	-	73	0	0	0	0
NPIL_562801	BMAW01083370.1	366189	366464	-	276	0	0	2	0
NPIL_562811	BMAW01083370.1	371793	372068	+	276	0	0	3	0
NPIL_562821	BMAW01083370.1	396941	398015	+	1075	0	0	2	0
NPIL_562831	BMAW01083370.1	411221	411535	+	315	0	0	0	0
NPIL_562841	BMAW01083370.1	433849	560981	-	127133	46	233	448	20
NPIL_81580	BMAW01083370.1	488243	488315	+	73	0	0	0	0
NPIL_81581_1	BMAW01083370.1	489961	490033	+	73	0	0	0	0
NPIL_562851	BMAW01083370.1	657338	657673	+	336	0	0	0	0
NPIL_562861	BMAW01083370.1	741105	751638	-	10534	0	3	27	0
NPIL_562871	BMAW01083370.1	814453	818340	+	3888	0	2	11	2
NPIL_562881	BMAW01083370.1	834648	872525	+	37878	826	128	145	183
NPIL_562891	BMAW01083370.1	911967	914915	-	2949	0	0	6	0
NPIL_562901	BMAW01083370.1	953509	953838	+	330	0	0	4	0
NPIL_562911	BMAW01083370.1	964128	967119	+	2992	4	0	12	10
NPIL_562921	BMAW01083370.1	1049742	1053355	-	3614	118	59	48	125
NPIL_562931	BMAW01083370.1	1053456	1086198	-	32743	109	79	124	43
NPIL_562941	BMAW01083370.1	1205356	1209855	-	4500	0	4	11	0
NPIL_562951	BMAW01083370.1	1227001	1227282	-	282	0	0	1	0
NPIL_562961	BMAW01083370.1	1231256	1231669	+	414	0	0	0	0
NPIL_562971	BMAW01083370.1	1248633	1255299	-	6667	2687	1475	63	772
NPIL_435971	BMAW01083374.1	1	2244	-	2244	0	0	0	3
NPIL_516141	BMAW01083375.1	2742	3654	-	913	0	0	0	0
NPIL_648211	BMAW01083378.1	20631	23247	+	2617	0	0	0	0
NPIL_648221	BMAW01083378.1	38733	39233	-	501	0	0	0	0
NPIL_648231	BMAW01083378.1	85709	86679	+	971	0	0	0	0
NPIL_648241	BMAW01083378.1	155216	170094	-	14879	574	264	165	37
NPIL_533511	BMAW01083392.1	8	53	-	46	0	0	0	0
NPIL_533521	BMAW01083392.1	1768	8669	+	6902	15	6	11	41
NPIL_664151	BMAW01083409.1	1292	1505	-	214	0	0	0	0
NPIL_530551	BMAW01083413.1	1129	1415	-	287	0	0	3	0
NPIL_310821	BMAW01083416.1	1	464	-	464	0	0	0	0
NPIL_5491	BMAW01083418.1	69536	69880	+	345	0	0	0	0
NPIL_5502	BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1	69928;254542;276798;279313;281846;286025;291361;293598;294336;303003;318223;319763;337006;339734;345989	70144;254663;276931;279386;281971;286176;291615;293820;294534;303186;318418;319981;337248;339757;346011	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2391	0	0	0	0
NPIL_5503	BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1	69928;254542;276798;279313;281846;286025;291361;293598;294336;303003;318223;319763;337006;339734;345989	70144;254663;276931;279386;281971;286176;291615;293820;294501;303186;318418;319981;337248;339757;346011	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2358	0	0	0	0
NPIL_5501	BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1	69928;254542;276798;279313;281846;286025;291361;293598;294336;303003;318223;319763;337006;339734;342547	70144;254663;276931;279386;281971;286176;291615;293820;294534;303186;318418;319981;337248;339757;342725	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2547	1	0	0	0
NPIL_5511	BMAW01083418.1	122367	122795	+	429	14	10	2	0
NPIL_5521	BMAW01083418.1	361817	379325	+	17509	1	6	32	0
NPIL_5532	BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1	404526;407868;408464;410902;413699;414489;416165;418685;419934;421181;425359;425635;427746;433924;434611;436693;460449	404684;407968;408576;411082;413843;414590;416270;418809;420098;421415;425507;425766;427903;434096;434715;436838;460796	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2643	0	0	5	0
NPIL_5531	BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1;BMAW01083418.1	404526;407868;408464;410902;413699;414489;416165;418685;419934;421181;425359;427746;433924;434611;436693;460449	404684;407968;408576;411082;413843;414590;416270;418809;420098;421415;425507;427903;434096;434715;436838;460796	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2511	0	0	0	0
NPIL_5541	BMAW01083418.1	445724	446038	-	315	0	0	2	0
NPIL_5551	BMAW01083418.1	481911	527773	+	45863	80	97	145	219
NPIL_5561	BMAW01083418.1	529821	531320	+	1500	116	0	0	0
NPIL_5571	BMAW01083418.1	557267	569086	-	11820	55	45	54	158
NPIL_253091	BMAW01083419.1	11744	12046	-	303	0	0	0	0
NPIL_67781	BMAW01083420.1	3409	3711	-	303	0	0	0	0
NPIL_40841	BMAW01083422.1	555	672	-	118	0	0	0	0
NPIL_677171	BMAW01083427.1	1376	1555	+	180	0	0	0	0
NPIL_677181	BMAW01083427.1	22079	22531	+	453	0	0	0	0
NPIL_677191	BMAW01083427.1	60631	60924	+	294	0	0	0	0
NPIL_677201	BMAW01083427.1	60994	61296	+	303	0	0	0	0
NPIL_677211	BMAW01083427.1	61357	63824	+	2468	0	0	0	0
NPIL_640671	BMAW01083432.1	1818	2167	+	350	0	0	0	0
NPIL_22151	BMAW01083433.1	1908	2081	-	174	0	0	0	0
NPIL_446261	BMAW01083438.1	3915	4141	+	227	0	0	0	0
NPIL_482471	BMAW01083443.1	1645	4802	-	3158	0	0	0	0
NPIL_570561	BMAW01083444.1	6588	9131	-	2544	0	0	10	0
NPIL_570571	BMAW01083444.1	17087	31570	+	14484	42	10	11	5
NPIL_51111	BMAW01083445.1	1799	2064	+	266	0	0	1	0
NPIL_464291	BMAW01083446.1	1292	1465	-	174	17	0	1	1
NPIL_610401	BMAW01083451.1	32093	32404	-	312	0	0	2	0
NPIL_383981	BMAW01083454.1	3637	3805	+	169	0	0	0	0
NPIL_355231	BMAW01083468.1	47135	60427	-	13293	0	18	74	5
NPIL_355241	BMAW01083468.1	75781	102227	-	26447	232	155	157	317
NPIL_355251	BMAW01083468.1	116005	116322	+	318	0	0	0	0
NPIL_355261	BMAW01083468.1	116790	117083	+	294	0	0	0	0
NPIL_355271	BMAW01083468.1	136284	136541	-	258	0	0	3	0
NPIL_355281	BMAW01083468.1	142217	142489	+	273	0	0	0	0
NPIL_355291	BMAW01083468.1	177100	177333	+	234	0	0	0	0
NPIL_355301	BMAW01083468.1	208819	280891	+	72073	10	184	429	14
NPIL_355311	BMAW01083468.1	282771	287152	-	4382	0	4	18	0
NPIL_355321	BMAW01083468.1	372151	372862	-	712	0	0	0	0
NPIL_355331	BMAW01083468.1	385247	385600	+	354	0	0	2	0
NPIL_355341	BMAW01083468.1	387434	394625	+	7192	78	127	114	20
NPIL_355351	BMAW01083468.1	401196	401549	-	354	0	2	4	0
NPIL_355361	BMAW01083468.1	402375	405612	+	3238	141	55	19	10
NPIL_355371	BMAW01083468.1	412464	413904	-	1441	0	2	6	0
NPIL_355381	BMAW01083468.1	419787	472314	+	52528	225	246	428	43
NPIL_355391	BMAW01083468.1	481153	501989	+	20837	1	16	25	2
NPIL_355401	BMAW01083468.1	518224	532758	+	14535	68	27	55	49
NPIL_355411	BMAW01083468.1	539039	543291	-	4253	1	1	15	0
NPIL_355421	BMAW01083468.1	552394	559175	+	6782	0	6	33	0
NPIL_355431	BMAW01083468.1	559498	560508	+	1011	0	0	4	0
NPIL_355441	BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1	570644;571739;572974;576579;579041;581108;581761;582047;582577;583519;584771;585335;587751;590433;591619	570826;572008;573174;577052;579166;581298;581954;582144;582817;583692;584815;585410;587793;590537;591804	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2607	5	0	2	0
NPIL_355442	BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1	570644;571739;572974;579041;581108;581761;582047;582577;583519;584771;585335;587751;590433;591619	570826;572008;573174;579166;581298;581954;582144;582817;583692;584815;585410;587793;590537;591804	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2133	0	0	0	0
NPIL_355451	BMAW01083468.1	601796	602080	+	285	0	0	0	0
NPIL_355461	BMAW01083468.1	603937	604311	+	375	0	0	0	0
NPIL_355471	BMAW01083468.1	606186	611455	-	5270	0	0	0	0
NPIL_355481	BMAW01083468.1	613280	615566	-	2287	0	2	0	0
NPIL_355491	BMAW01083468.1	619816	622174	+	2359	0	0	0	0
NPIL_355501	BMAW01083468.1	631318	636223	+	4906	2	7	15	0
NPIL_355511	BMAW01083468.1	692922	717554	+	24633	144	225	87	115
NPIL_355522	BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1	720758;726851;727597;732474;734804;735977;736355;736547;737366;740408;747415;748326;754510;756938;759308;759812	722477;726977;727733;732642;735017;736028;736434;736651;737454;740690;747543;754087;754637;757137;759400;760009	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9486	0	0	0	0
NPIL_355521	BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1;BMAW01083468.1	720758;726851;727597;732474;734798;735977;736355;736547;737366;740408;747415;748326;754510;756938;759308;759812	722477;726977;727733;732642;735017;736028;736434;736651;737454;740690;747543;754087;754637;757137;759400;760009	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9492	0	0	0	0
NPIL_355531	BMAW01083468.1	760052	760375	-	324	0	0	0	0
NPIL_355541	BMAW01083468.1	760541	760978	-	438	0	0	2	0
NPIL_355551	BMAW01083468.1	761517	778056	-	16540	108	76	67	15
NPIL_355561	BMAW01083468.1	781250	809662	+	28413	364	117	93	102
NPIL_355571	BMAW01083468.1	812807	995616	-	182810	1732	1068	1367	405
NPIL_355581	BMAW01083468.1	1000255	1000560	-	306	0	0	0	0
NPIL_355591	BMAW01083468.1	1016308	1084619	-	68312	41	18	37	5
NPIL_355601	BMAW01083468.1	1103461	1108966	+	5506	7	0	0	2
NPIL_355611	BMAW01083468.1	1121197	1123774	-	2578	0	3	2	0
NPIL_355621	BMAW01083468.1	1165762	1203699	+	37938	1036	1399	141	694
NPIL_355631	BMAW01083468.1	1206403	1209394	-	2992	1188	249	11	800
NPIL_355641	BMAW01083468.1	1209402	1219516	-	10115	16	9	18	1
NPIL_416171	BMAW01083478.1	379	1254	+	876	0	4	8	1
NPIL_391211	BMAW01083479.1	2192	20597	+	18406	28	11	42	31
