"","Chr","Start","End","Strand","Length","NPFM1","NPFM2","NPFM3","NPFM4","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","FoldChange"
"NPIL_81467","BMAW01074965.1","779","850","-",72,2,5,60,1,18.557912174188,2.95523409149491,3.23005959110135,0.914916275735727,0.360235584990615,0.891821718895381,7.75557685220245
"NPIL_81468","BMAW01075025.1","10105","10176","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81469","BMAW01075031.1","1","72","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81470","BMAW01075031.1","4885","4956","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81471_1","BMAW01075111.1","202","274","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80149","BMAW01075138.1","4853","4964","+",112,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81472","BMAW01075178.1","1627","1700","+",74,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81473","BMAW01075178.1","2999","3072","+",74,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81475","BMAW01075419.1","618554","618625","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81474","BMAW01075419.1","1536586","1536658","+",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81476","BMAW01075578.1","5","76","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81477","BMAW01075683.1","2125","2196","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81479","BMAW01075693.1","997","1068","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81478","BMAW01075693.1","4521","4592","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81480","BMAW01075752.1","1095","1167","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81483","BMAW01075819.1","67617","67688","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81482","BMAW01075819.1","68057","68128","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81481_1","BMAW01075819.1","92150","92221","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80241_1","BMAW01076128.1","6366","6477","-",112,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81484","BMAW01076232.1","31776","31848","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81485","BMAW01076286.1","11863","11935","-",73,1,0,0,0,0.134881737339154,-0.997931149943542,4.96248992082659,-0.201094846713023,0.840624411417429,0.95130218017309,-1.99713402025654
"NPIL_81486","BMAW01076847.1;BMAW01076847.1","410493;410559","410546;410595","-;-",91,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81487","BMAW01076928.1","321387","321459","+",73,0,0,5,0,1.34420912676429,4.02013983356769,4.69792207260442,0.85572722821667,0.392148675749104,0.891821718895381,16.2249242051548
"NPIL_81488","BMAW01076928.1","364576","364648","-",73,0,0,1,1,0.54471671837555,2.71619298456569,4.84059250598119,0.561128205113211,0.574710141700355,0.891821718895381,6.57136457703057
"NPIL_81489","BMAW01077216.1","136619","136690","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81490","BMAW01077216.1","137734","137805","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81491_1","BMAW01077256.1","1673","1752","-",80,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80141_1","BMAW01077425.1","234239","234346","-",108,0,1,0,0,0.376352857063105,-1.74918591944753,4.93135297991929,-0.354707100986342,0.722809030610026,0.891821718895381,-3.36168820023485
"NPIL_81492","BMAW01077430.1","790599","790671","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81495","BMAW01077577.1","117385","117456","-",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81494","BMAW01077577.1","120204","120275","-",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81493","BMAW01077577.1","121677","121748","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81496","BMAW01077584.1","2019","2090","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81497","BMAW01077615.1;BMAW01077615.1","36597;36648","36632;36684","-;-",73,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81498","BMAW01077645.1;BMAW01077645.1","557958;558012","558000;558048","-;-",80,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81499","BMAW01077650.1","6562","6633","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81500","BMAW01077650.1","17326","17401","+",76,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81501_1","BMAW01077650.1","23932","24003","+",72,4,0,4,0,1.61489425076805,0.925219995139463,4.14059663248253,0.223450888183894,0.823184602314677,0.945309018503614,1.89897379245871
"NPIL_81502","BMAW01077650.1","27866","27937","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81503","BMAW01077650.1","30008","30079","+",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81504","BMAW01077650.1","39960","40031","+",72,5,3,10,0,4.49188551141366,0.584850914159025,3.51333726062466,0.166465918519602,0.867790302007731,0.962814038781525,1.49988398562028
"NPIL_81505","BMAW01077650.1","43155","43226","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81506","BMAW01077650.1","45338","45409","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81507","BMAW01077650.1","50572","50643","+",72,2,5,3,0,2.9580532360524,-1.39313138041067,3.61218859096213,-0.385675151041766,0.699737268288562,0.891821718895381,-2.62648142301337
"NPIL_81508","BMAW01077650.1","54226","54297","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81509","BMAW01077650.1","60786","60857","+",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81513","BMAW01077650.1","96964","97035","-",72,0,1,0,0,0.376352857063105,-1.74918591944753,4.93135297991929,-0.354707100986342,0.722809030610026,0.891821718895381,-3.36168820023485
"NPIL_81512","BMAW01077650.1","99571","99642","-",72,2,0,0,0,0.269763474678307,-1.63527295492516,4.93518650102935,-0.331349778693081,0.740380294932015,0.891821718895381,-3.10646318083294
"NPIL_81511_1","BMAW01077650.1","115888","115959","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81510","BMAW01077650.1","121620","121691","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80210","BMAW01077876.1","5023","6733","-",1711,37,137,114,27,94.6475559010325,-0.568650789750453,3.01205425031311,-0.188791682517451,0.850256091007069,0.957232756052076,-1.48313589126583
"NPIL_80211_1","BMAW01077876.1","6805","7632","-",828,22,12,16,161,56.2009594885178,2.70480059232311,2.99697745436796,0.902509489479473,0.366786282801225,0.891821718895381,6.51967745449658
"NPIL_80212","BMAW01077876.1","7470","7627","-",158,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80213","BMAW01077876.1","9338","11144","-",1807,228,31,41,148,94.2719736891089,0.288765310483218,2.94009209256577,0.0982164168304051,0.921760446745523,0.976999608286085,1.22159436340728
"NPIL_81514","BMAW01078043.1;BMAW01078043.1","225;277","260;313","-;-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80140","BMAW01078203.1","217677","217766","+",90,0,1,4,0,1.45172015847454,1.71182225991296,4.27772223998234,0.400171437947318,0.689030250155573,0.891821718895381,3.27574319488495
"NPIL_81515","BMAW01078500.1","3921","3992","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81516","BMAW01078592.1","4064","4136","+",73,2,0,3,0,1.07628895073688,1.36684730127398,4.35420680375946,0.313914189857457,0.753586212811798,0.900339757197484,2.57906351184163
"NPIL_81518","BMAW01078623.1","7735","7807","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81517","BMAW01078623.1","11665","11737","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81519","BMAW01078714.1","44030","44111","-",82,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81522","BMAW01078820.1","2932","3002","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81521_1","BMAW01078820.1","3533","3605","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81520","BMAW01078820.1","4154","4226","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81525","BMAW01078933.1","154935","155016","-",82,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81524","BMAW01078933.1","161767","161848","-",82,0,1,1,0,0.645194682415963,-0.303549482264933,4.80577217003751,-0.0631635191026054,0.949636294286282,0.982431541686559,-1.23417714392304
"NPIL_81523","BMAW01078933.1","167787","167868","+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81526","BMAW01078969.1","4699","4772","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80265","BMAW01079125.1","58","169","-",112,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_81527","BMAW01079194.1","1639","1710","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80262","BMAW01079407.1","7196","7306","-",111,0,8,18,0,7.84997571285628,0.696329544266888,4.59425282361954,0.151565351538118,0.879529763088062,0.96553388221426,1.62037703585844
"NPIL_81528","BMAW01079834.1","8644","8716","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81529","BMAW01079834.1","8728","8799","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81538","BMAW01080001.1","645970","646042","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81537","BMAW01080001.1","648180","648247","-",68,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81536","BMAW01080001.1","649831","649903","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81535","BMAW01080001.1","650797","650869","-",73,0,0,10,0,2.68841825352858,5.01979173912096,4.48252748366902,1.11985743699494,0.262774518491331,0.891821718895381,32.4420198331592
"NPIL_81534","BMAW01080001.1","651199","651271","-",73,0,0,18,0,4.83915285635144,5.86759750281111,4.39591465527025,1.33478421738158,0.181946980455291,0.891821718895381,58.3878993663697
"NPIL_81533","BMAW01080001.1","652148","652220","-",73,0,0,12,0,3.22610190423429,5.28275808308375,4.44773735581812,1.18774056569985,0.234935636533782,0.891821718895381,38.9285872266366
"NPIL_81532","BMAW01080001.1","652550","652622","-",73,0,4,2,0,2.04309507895813,-1.45287859080006,4.13927282520869,-0.350998509195104,0.725589466827283,0.891821718895381,-2.73753724056368
"NPIL_81531_1","BMAW01080001.1","653558","653630","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81530","BMAW01080001.1","654507","654579","-",73,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81539","BMAW01080144.1","14062","14133","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81540","BMAW01080195.1","41621","41692","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81541_1","BMAW01080403.1","637609","637680","+",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81542","BMAW01080455.1","116135","116206","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81543","BMAW01080764.1","2730","2801","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81544","BMAW01080797.1","207105","207176","+",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81545","BMAW01080797.1","207183","207254","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81546","BMAW01080797.1","317654","317726","+",73,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81547","BMAW01081017.1","206582","206653","-",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81548","BMAW01081088.1","62874","62945","+",72,0,0,5,0,1.34420912676429,4.02013983356769,4.69792207260442,0.85572722821667,0.392148675749104,0.891821718895381,16.2249242051548
"NPIL_81549","BMAW01081159.1;BMAW01081159.1","856;908","891;944","-;-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81550","BMAW01081333.1;BMAW01081333.1","454163;454227","454216;454264","-;-",92,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81552","BMAW01081457.1","1934","2015","-",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81551_1","BMAW01081457.1","40686","40767","+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81553","BMAW01081462.1","2506","2579","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81554","BMAW01081477.1","813699","813769","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80237","BMAW01081507.1","989","1100","-",112,0,12,42,0,15.8075909495773,1.32980967285401,4.58049432492097,0.290320122354252,0.771571346044124,0.900339757197484,2.51369510863336
"NPIL_81555","BMAW01081627.1","17303","17374","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81556","BMAW01081655.1","121267","121338","+",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81557","BMAW01081662.1","202721","202793","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80221_1","BMAW01081664.1","14647","14739","-",93,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81558","BMAW01081831.1","1325","1396","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81559","BMAW01082232.1;BMAW01082232.1","22738;22781","22771;22819","+;+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81560","BMAW01082237.1","84986","85057","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81561_1","BMAW01082248.1","1928","1998","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81566","BMAW01082248.1","12531","12601","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81565","BMAW01082248.1","19202","19272","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81564","BMAW01082248.1","37146","37216","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81562","BMAW01082248.1","64974","65044","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81563","BMAW01082248.1","149150","149220","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81567","BMAW01082342.1;BMAW01082342.1","178163;178497","178200;178534","-;-",76,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81569","BMAW01082345.1","1277","1349","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81568","BMAW01082345.1","1662","1734","-",73,0,0,21,2,6.1974281184554,6.22449339632199,3.92038656759089,1.58772439630794,0.112348673895106,0.891821718895381,74.7754818186447
"NPIL_81571","BMAW01082354.1","2106","2178","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81570","BMAW01082354.1","2273","2337","-",65,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81572","BMAW01082478.1","85","157","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81573","BMAW01082967.1","1658309","1658390","-",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81574","BMAW01083020.1","2450","2522","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81575","BMAW01083248.1","32492","32573","+",82,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81579","BMAW01083248.1","166587","166658","-",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81578","BMAW01083248.1;BMAW01083248.1","296577;296636","296623;296672","-;-",84,0,1,1,0,0.645194682415963,-0.303549482264933,4.80577217003751,-0.0631635191026054,0.949636294286282,0.982431541686559,-1.23417714392304
"NPIL_81577","BMAW01083248.1","309977","310048","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81576","BMAW01083248.1","315334","315405","-",72,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_80275","BMAW01083363.1","1469183","1470242","-",1060,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_80276","BMAW01083363.1","1470565","1472693","-",2129,4,4,9,4,5.56801437787552,0.802737860431741,3.08557299545964,0.260158441110599,0.794741559911577,0.918753246273618,1.7444084214611
"NPIL_80277","BMAW01083363.1","1473137","1473293","-",157,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_80278","BMAW01083363.1","1474606","1475641","-",1036,2,0,2,0,0.807447125384023,0.785209518237602,4.52820754028007,0.173404048125638,0.86233384336418,0.959851402387593,1.72334257708203
"NPIL_81584","BMAW01083370.1","327385","327457","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81583","BMAW01083370.1","350956","351028","-",73,0,2,0,0,0.75270571412621,-2.86399280466654,4.85926394632269,-0.589388194653206,0.555600893974388,0.891821718895381,-7.28027428273396
"NPIL_81582","BMAW01083370.1","351447","351519","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81580","BMAW01083370.1","488243","488315","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81581_1","BMAW01083370.1","489961","490033","+",73,0,0,0,2,0.551749786045384,2.73304445395152,4.89103494176563,0.558786532194536,0.57630741495506,0.891821718895381,6.64857175290645
"NPIL_81586","BMAW01083618.1","516076","516148","-",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81585","BMAW01083618.1","521539","521611","-",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81587","BMAW01083760.1","119","202","+",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81588","BMAW01083767.1","505","578","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81589","BMAW01083872.1;BMAW01083872.1","434;487","470;522","+;+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81593","BMAW01083904.1","42329","42412","-",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81590","BMAW01083904.1","44280","44363","+",84,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81591_1","BMAW01083904.1","208236","208307","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81592","BMAW01083904.1","208311","208382","+",72,0,0,6,0,1.61305095211715,4.28306827202617,4.62524315841106,0.926020130257878,0.354435518922147,0.891821718895381,19.4684790146603
"NPIL_81594","BMAW01083945.1;BMAW01083945.1","62504;62582","62549;62619","-;-",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81595","BMAW01083946.1","56313","56385","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81596","BMAW01084288.1","125316","125387","-",72,0,2,1,0,1.02154753947907,-1.41784951768917,4.48809535735168,-0.315913411992612,0.752068231574408,0.900339757197484,-2.67186944918956
"NPIL_80216","BMAW01084364.1","90749","90857","+",109,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81597","BMAW01084384.1","195618","195689","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81598","BMAW01084426.1","2286","2358","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81599","BMAW01084518.1","1065","1137","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81600","BMAW01084724.1","91130","91201","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81601","BMAW01084808.1","241","312","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81603","BMAW01084865.1","2106","2178","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81602","BMAW01084865.1","2273","2337","-",65,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81604","BMAW01085341.1","3652","3723","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81605","BMAW01085361.1;BMAW01085361.1","372;450","417;487","-;-",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81606","BMAW01085731.1;BMAW01085731.1","2110;2161","2145;2197","-;-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81607","BMAW01086021.1","187","259","+",73,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_81608","BMAW01086038.1;BMAW01086038.1","12135;12191","12172;12226","+;+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81609","BMAW01086107.1","2762","2834","+",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81610","BMAW01086107.1","5361","5433","+",73,0,0,6,0,1.61305095211715,4.28306827202617,4.62524315841106,0.926020130257878,0.354435518922147,0.891821718895381,19.4684790146603
"NPIL_81611_1","BMAW01086107.1","8285","8357","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81612","BMAW01086240.1","182773","182844","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80193","BMAW01086517.1","679","790","-",112,8,5,32,1,11.8396314883429,1.59126785642904,3.1467431033435,0.505687246835712,0.613076222506518,0.891821718895381,3.01314031280557
"NPIL_81613","BMAW01086725.1","12474","12545","+",72,0,1,5,2,2.27231176987278,2.58020440271836,3.73206902129246,0.691360311933567,0.489339138685319,0.891821718895381,5.98024422250616
"NPIL_81614","BMAW01086737.1","23639","23712","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81615","BMAW01086737.1","32723","32796","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81616","BMAW01086791.1","422","496","+",75,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81617","BMAW01087014.1;BMAW01087014.1","20042;20112","20079;20157","+;+",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81618","BMAW01087110.1","198827","198899","-",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81622","BMAW01087456.1;BMAW01087456.1","803738;803816","803783;803853","-;-",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81621","BMAW01087456.1;BMAW01087456.1","1171375;1171453","1171420;1171490","-;-",84,0,0,8,0,2.15073460282286,4.69795996455743,4.53500157820756,1.03593347952357,0.300233177185137,0.891821718895381,25.9553486957577
"NPIL_81619","BMAW01087456.1;BMAW01087456.1","1191516;1191587","1191553;1191632","+;+",84,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81620","BMAW01087456.1;BMAW01087456.1","1229257;1229327","1229294;1229372","+;+",84,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81623","BMAW01087696.1","228579","228660","+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81626","BMAW01087696.1","256197","256278","-",82,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
