Gene ID,protein_id,Preferred_Name,Pfam_Domains,sseqid,pident,evalue,bitscore,NPFM1,NPFM2,NPFM3,NPFM4,Protein Description
NPIL_549161,GFT34172.1,,RVT_1,7425.NV18701-PA,51.6,5.87e-12,68.2,0.0,0.0,0.637460359045622,0.0,hypothetical protein NPIL_549161 [Nephila pilipes]
,GFT34178.1,,"DUF1758,DUF1759,Peptidase_A17,rve",7029.ACYPI062548-PA,37.2,9.240000000000001e-29,125.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFT34181.1,,"RVT_1,rve",7070.TC010212-PA,52.1,1.92e-30,122.0,,,,,retrovirus-related Pol polyprotein from transposon opus [Nephila pilipes]
NPIL_549221,GFT34182.1,,MULE,7029.ACYPI35419-PA,45.2,1.7e-136,424.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_549221 [Nephila pilipes]
,GFT34183.1,,"EF-hand_6,EF-hand_7",6326.BUX.s00579.592,56.6,8.2e-61,196.0,,,,,"neuronal calcium sensor 1, partial [Nephila pilipes]"
,GFT34184.1,,"ABC_membrane,ABC_tran,ACC_central,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,Carboxyl_trans",126957.SMAR011118-PA,53.8,0.0,1467.0,,,,,multidrug resistance-associated protein 1 [Nephila pilipes]
,GFT34187.1,,SSF,126957.SMAR011620-PA,52.8,5.1199999999999995e-84,284.0,,,,,"putative sodium-dependent multivitamin transporter, partial [Nephila pilipes]"
,GFT34188.1,101893997,SSF,7370.XP_005187990.1,51.8,1.09e-28,118.0,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes]
NPIL_151381,GFT34190.1,,"DDE_Tnp_1_7,Tnp_zf-ribbon_2",132113.XP_003488977.1,48.3,1.47e-18,86.3,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_151381 [Nephila pilipes]
,GFT34201.1,,BTB,69319.XP_008547795.1,40.8,1.2800000000000001e-22,101.0,,,,,speckle-type POZ protein-like B [Nephila pilipes]
NPIL_258161,GFT34203.1,,"CUB,EGF,EGF_CA",32264.tetur03g04440.1,50.8,4.59e-13,70.9,0.0,0.0,0.0779034986377729,0.0,hypothetical protein NPIL_258161 [Nephila pilipes]
,GFT34204.1,Acsl1,"AMP-binding,AMP-binding_C",51337.XP_004666440.1,44.6,1.17e-188,560.0,,,,,long-chain-fatty-acid--CoA ligase 1 [Nephila pilipes]
NPIL_504301,GFT34210.1,107361845,Erg28,32264.tetur07g00230.1,32.5,3.22e-17,81.3,0.059561610015806,0.372328410304679,0.384987000211361,0.330094912080351,uncharacterized protein NPIL_504301 [Nephila pilipes]
,GFT34212.1,,2OG-FeII_Oxy_2,10228.TriadP57191,57.1,5.23e-85,259.0,,,,,alpha-ketoglutarate-dependent dioxygenase alkB homolog 6 [Nephila pilipes]
NPIL_142571,GFT34215.1,107370383,"EGF,Kazal_2,Laminin_EGF,Laminin_G_1",32264.tetur43g00220.1,52.1,0.0,967.0,0.005362544234107,0.310571980619178,0.413680487600519,0.0049532704231657,hypothetical protein NPIL_142571 [Nephila pilipes]
,GFT34216.1,,"NAD_binding_11,NAD_binding_2,PWWP",69319.XP_008556578.1,36.1,2.31e-92,298.0,,,,,putative oxidoreductase GLYR1 homolog [Nephila pilipes]
NPIL_142581,GFT34217.1,8236235,"EGF,Kazal_2,Laminin_EGF,Laminin_G_1",121225.PHUM498630-PA,36.6,2.4000000000000002e-154,493.0,0.0,0.0766799647266485,0.296101434107727,0.0,hypothetical protein NPIL_142581 [Nephila pilipes]
,GFT34218.1,,"RVT_1,rve,zf-CCHC",7029.ACYPI009114-PA,31.6,6.64e-18,94.0,,,,,CCHC-type domain-containing protein [Nephila pilipes]
,GFT34219.1,,"NAD_binding_11,NAD_binding_2,PWWP",7425.NV16257-PA,34.4,9.76e-85,278.0,,,,,putative oxidoreductase GLYR1 homolog [Nephila pilipes]
,GFT34220.1,,"NAD_binding_11,NAD_binding_2,PWWP",132113.XP_003490677.1,40.7,6.25e-118,364.0,,,,,putative oxidoreductase GLYR1 homolog [Nephila pilipes]
,GFT34227.1,,"NAD_binding_11,NAD_binding_2,PWWP",69319.XP_008556578.1,32.8,1.78e-78,263.0,,,,,putative oxidoreductase GLYR1 homolog [Nephila pilipes]
,GFT34241.1,,"DUF1759,Peptidase_A17",7029.ACYPI061081-PA,35.0,3.12e-15,83.6,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFT34250.1,PGBD4,"DDE_Tnp_1_7,Tnp_zf-ribbon_2",61622.XP_010384620.1,41.3,2.0400000000000002e-29,122.0,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
,GFT34251.1,,"DUF1759,Peptidase_A17,rve",7425.NV17816-PA,42.4,1.43e-17,89.4,,,,,bel12-ag transposon polyprotein [Nephila pilipes]
NPIL_163251,GFT34252.1,,MULE,7029.ACYPI35419-PA,43.2,4.35e-169,512.0,0.0,0.0,0.174233580396175,0.0,uncharacterized protein NPIL_163251 [Nephila pilipes]
,GFT34299.1,101150409,Transposase_1,9593.ENSGGOP00000004832,36.3,3.54e-12,68.9,,,,,mariner-1 protein [Nephila pilipes]
NPIL_332781,GFT34312.1,,"RVT_1,rve",69319.XP_008547699.1,50.0,2.31e-13,73.6,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_332781 [Nephila pilipes]
,GFT34315.1,,"gag-asp_proteas,rve",400682.PAC_15701385,34.8,0.000709,50.8,,,,,"CCHC-type domain-containing protein, partial [Nephila pilipes]"
"NPIL_38491,",GFT34355.1,,rve,7425.NV18680-PA,47.3,2.73e-11,67.4,,,,,"hypothetical protein NPIL_38491, partial [Nephila pilipes]"
NPIL_567541,GFT34376.1,107369096,MFS_1,32264.tetur30g01230.1,43.5,3.71e-21,95.1,0.246246016077873,0.217315788836556,0.0830428526188869,0.0,hypothetical protein NPIL_567541 [Nephila pilipes]
,GFT34378.1,,MFS_1,7719.XP_002122757.1,35.8,8.36e-97,307.0,,,,,putative inorganic phosphate cotransporter [Nephila pilipes]
"NPIL_526631,",GFT34379.1,,"FHA,KIF1B,Kinesin",32264.tetur06g00850.1,55.6,5.67e-41,151.0,,,,,"uncharacterized protein NPIL_526631, partial [Nephila pilipes]"
,GFT34380.1,,"ACAS_N,AMP-binding",1122201.AUAZ01000015_gene718,40.0,0.000887,42.7,,,,,"acetoacetyl-CoA synthetase, partial [Nephila pilipes]"
,GFT34403.1,,UBA,126957.SMAR003946-PA,40.2,6.76e-88,277.0,,,,,ubiquitin-associated domain-containing protein 1 [Nephila pilipes]
,GFT34410.1,,"DUF3694,RabGAP-TBC",126957.SMAR009665-PA,48.5,0.0,926.0,,,,,rab GTPase-activating protein 1 [Nephila pilipes]
NPIL_177621,GFT34412.1,,PAN_1,13249.RPRC010177-PA,55.4,6.47e-264,749.0,0.0601795110720924,0.102133303426914,0.261488841159531,0.0684142289436374,uncharacterized protein NPIL_177621 [Nephila pilipes]
,GFT34417.1,,"Pr_beta_C,Proteasome",6669.EFX81362,59.8,5.6e-116,341.0,,,,,proteasome subunit beta type-7 [Nephila pilipes]
NPIL_177671,GFT34418.1,NSMCE1,"SMC_Nse1,zf-RING-like",7897.ENSLACP00000005785,39.3,5.949999999999999e-42,150.0,0.833525279400375,0.433225086616058,0.378395984006425,2.04322253500013,hypothetical protein NPIL_177671 [Nephila pilipes]
,GFT34420.1,,TPR_19,13249.RPRC005361-PA,44.6,2.4799999999999998e-126,390.0,,,,,trafficking protein particle complex subunit 12 [Nephila pilipes]
,GFT34423.1,,"EF-hand_2,EF-hand_3,ZZ",126957.SMAR001900-PA,68.6,9.38e-237,675.0,,,,,dystrobrevin alpha [Nephila pilipes]
,GFT34425.1,L798_10157,"EF-hand_2,EF-hand_3,ZZ",136037.KDR15790,47.6,5.29e-22,99.4,,,,,dystrobrevin [Nephila pilipes]
,GFT34426.1,L798_10157,"EF-hand_2,EF-hand_3,ZZ",136037.KDR15790,44.0,1.16e-10,65.5,,,,,dystrobrevin [Nephila pilipes]
,GFT34431.1,L798_14061,"BTB_2,Ion_trans",136037.KDR23299,77.8,6.670000000000001e-276,791.0,,,,,potassium voltage-gated channel protein Shab [Nephila pilipes]
,GFT34432.1,,"ASXH,HARE-HTH",7739.XP_002606381.1,39.3,9.14e-75,274.0,,,,,polycomb protein Asx [Nephila pilipes]
,GFT34433.1,107371574,"F5_F8_type_C,Lectin_C,Sushi",32264.tetur02g12250.1,58.1,1.2299999999999998e-240,694.0,,,,,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 [Nephila pilipes]"
,GFT34434.1,,"V-ATPase_H_C,V-ATPase_H_N",13249.RPRC008833-PA,43.0,4.29e-51,179.0,,,,,v-type proton ATPase subunit H [Nephila pilipes]
,GFT34435.1,,"V-ATPase_H_C,V-ATPase_H_N",13249.RPRC008833-PA,37.3,7.71e-40,152.0,,,,,v-type proton ATPase subunit H [Nephila pilipes]
NPIL_177821,GFT34436.1,,CUB,32264.tetur19g02220.1,28.0,3.2200000000000003e-31,132.0,0.181443081264956,0.274792895588182,0.405766134501553,0.30678442519173,uncharacterized protein NPIL_177821 [Nephila pilipes]
,GFT34437.1,,"NTP_transf_2,PAP_assoc",7739.XP_002594107.1,33.6,2.58e-11,66.6,,,,,non-canonical poly(A) RNA polymerase PAPD5 [Nephila pilipes]
,GFT34438.1,107359322,Tetraspannin,32264.tetur03g05270.1,43.9,1.32e-69,220.0,,,,,tetraspanin [Nephila pilipes]
,GFT34439.1,BSDC1,BSD,176946.XP_007442469.1,42.4,1.09e-48,172.0,,,,,BSD domain-containing protein 1 [Nephila pilipes]
,GFT34440.1,L798_03928,DSPc,136037.KDR06658,53.4,2.83e-43,148.0,,,,,dual specificity protein phosphatase 23 [Nephila pilipes]
NPIL_177861,GFT34441.1,105617616,Pkinase,12957.ACEP10561-PA,72.6,1e-152,439.0,0.335930856280007,0.34292477666674,0.397352548567269,0.203774071076756,hypothetical protein NPIL_177861 [Nephila pilipes]
NPIL_177871,GFT34442.1,,Transposase_1,28377.ENSACAP00000018720,51.0,6.89e-08,56.6,0.197905774666613,0.58218267814715,1.16796428200976,0.0,hypothetical protein NPIL_177871 [Nephila pilipes]
,GFT34443.1,,Epimerase,126957.SMAR013745-PA,75.0,2.12e-181,514.0,,,,,"l-threonine 3-dehydrogenase, mitochondrial [Nephila pilipes]"
,GFT34446.1,8234646,Nucleic_acid_bd,121225.PHUM551970-PA,29.3,1.2899999999999999e-45,191.0,,,,,nuclear receptor coactivator 6 [Nephila pilipes]
,GFT34470.1,107363019,"Ig_3,V-set,ig",32264.tetur09g06440.1,52.2,4.3e-27,111.0,,,,,ig-like domain-containing protein [Nephila pilipes]
,GFT34500.1,AACS,"ACAS_N,AMP-binding",132908.ENSPVAP00000008185,56.8,9.91e-22,96.7,,,,,acetoacetyl-CoA synthetase [Nephila pilipes]
NPIL_409591,GFT34520.1,107882189,"DUF659,Dimer_Tnp_hAT",7029.ACYPI39819-PA,39.0,8.8e-13,71.2,0.0,0.0,0.0,0.0,hypothetical protein NPIL_409591 [Nephila pilipes]
NPIL_409611,GFT34525.1,,"DDE_Tnp_1_7,Tnp_zf-ribbon_2",132113.XP_003488977.1,50.6,6.99e-18,84.3,1.31057601890335,0.963835767154727,1.10493128901241,0.0,uncharacterized protein NPIL_409611 [Nephila pilipes]
,GFT34577.1,,COesterase,126957.SMAR008640-PA,65.5,6.0499999999999996e-52,169.0,,,,,neuroligin-2 [Nephila pilipes]
,GFT34581.1,6043507,"zf-AD,zf-C2H2,zf-C2H2_6",7176.CPIJ011161-PA,32.3,6.49e-06,57.4,,,,,zinc finger protein 90 [Nephila pilipes]
,GFT34583.1,,"GHMP_kinases_C,GHMP_kinases_N",8083.ENSXMAP00000000261,47.6,3.14e-71,225.0,,,,,l-fucose kinase [Nephila pilipes]
,GFT34587.1,,"Fucokinase,LSM",126957.SMAR008756-PA,38.0,1.14e-162,510.0,,,,,"l-fucose kinase, partial [Nephila pilipes]"
,GFT34589.1,CIAPIN1,CIAPIN1,59538.XP_005977714.1,49.7,2.07e-87,271.0,,,,,anamorsin homolog [Nephila pilipes]
,GFT34610.1,,"DUF1758,DUF1759",400682.PAC_15706834,35.1,9.78e-15,80.1,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFT34612.1,T01_1441,"Asp_protease_2,DUF1759,Peptidase_A17,rve",6334.EFV58988,33.5,4.84e-26,114.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFT34615.1,T01_2962,"DUF1759,Peptidase_A17",6334.EFV58277,35.5,5.5e-112,376.0,,,,,"integrase catalytic domain-containing protein, partial [Nephila pilipes]"
,GFT34619.1,,"F420_oxidored,P5CR_dimer",126957.SMAR015423-PA,43.6,1.06e-07,56.2,,,,,pyrroline-5-carboxylate reductase 2 [Nephila pilipes]
,GFT34627.1,,"Laminin_B,Laminin_EGF,Laminin_G_2,Laminin_I,Laminin_II,Laminin_N",126957.SMAR006940-PA,45.8,1.32e-70,243.0,,,,,"laminin subunit alpha, partial [Nephila pilipes]"
,GFT34634.1,,DUF4817,7029.ACYPI29505-PA,33.7,7.39e-57,196.0,,,,,t-complex protein 1 subunit delta [Nephila pilipes]
"NPIL_391451,",GFT34640.1,EAZ88491.1,Sulfotransfer_1,391612.CY0110_15255,36.8,1.42e-33,127.0,,,,,"hypothetical protein NPIL_391451, partial [Nephila pilipes]"
,GFT34652.1,T01_3078,DUF1758,6334.EFV48333,28.0,6.02e-12,75.5,,,,,"DUF1758 domain-containing protein, partial [Nephila pilipes]"
,GFT34673.1,G5I_02889,"Lig_chan,Lig_chan-Glu_bd",103372.F4WBH7,54.0,3.4800000000000003e-129,387.0,,,,,"glutamate receptor ionotropic, NMDA 2A [Nephila pilipes]"
,GFT34681.1,,"RVT_1,rve",7070.TC016332-PA,55.9,7.99e-18,84.7,,,,,"reverse transcriptase domain-containing protein, partial [Nephila pilipes]"
,GFT34693.1,,XRCC1_N,10224.XP_006814363.1,48.0,1.45e-37,153.0,,,,,putative short transient receptor potential channel 2-like protein [Nephila pilipes]
,GFT34697.1,DPM3,DPM3,7897.ENSLACP00000010910,51.6,9.76e-22,88.2,,,,,dolichol-phosphate mannosyltransferase subunit 3 [Nephila pilipes]
,GFT34699.1,,"ADH_N,ADH_zinc_N",144197.XP_008291268.1,51.2,3.17e-109,328.0,,,,,quinone oxidoreductase [Nephila pilipes]
,GFT34706.1,,"RVT_1,rve",7070.TC010212-PA,52.7,1.91e-80,270.0,,,,,"retrovirus-related Pol polyprotein from transposon opus, partial [Nephila pilipes]"
,GFT34708.1,,"Peptidase_A17,rve",7425.NV18673-PA,50.8,2.82e-31,126.0,,,,,DUF5641 domain-containing protein [Nephila pilipes]
NPIL_326111,GFT34718.1,,p450,4006.Lus10032026,57.7,2.48e-10,62.8,0.179859471944649,0.238093007439868,0.0,0.0,hypothetical protein NPIL_326111 [Nephila pilipes]
NPIL_578601,GFT34736.1,,MFS_1,126957.SMAR009405-PA,63.7,1.18e-81,261.0,0.0,0.0,0.0100988946898667,0.0,uncharacterized protein NPIL_578601 [Nephila pilipes]
,GFT34775.1,,SSF,126957.SMAR011620-PA,46.7,2.69e-59,203.0,,,,,sodium-coupled monocarboxylate transporter 1 [Nephila pilipes]
,GFT34779.1,,7tm_1,7070.TC012510-PA,63.8,3.1000000000000002e-27,112.0,,,,,adenosine receptor A2a [Nephila pilipes]
"NPIL_73661,",GFT34804.1,,"Pkinase,Ribonuc_2-5A",303518.XP_005752163.1,39.4,5.12e-15,77.8,,,,,"uncharacterized protein NPIL_73661, partial [Nephila pilipes]"
"NPIL_182021,",GFT34813.1,,DNA_pol_B_2,7425.NV23297-PA,39.6,0.000568,43.1,,,,,"uncharacterized protein NPIL_182021, partial [Nephila pilipes]"
,GFT34818.1,,RVT_1,7425.NV30465-PA,34.0,5.16e-92,327.0,,,,,"retrovirus-related Pol polyprotein from type-1 retrotransposable element R2, partial [Nephila pilipes]"
NPIL_327941,GFT34824.1,,MULE,7029.ACYPI35419-PA,43.0,1.43e-166,506.0,0.0,0.0,0.0436731734787515,0.0,uncharacterized protein NPIL_327941 [Nephila pilipes]
NPIL_494211,GFT34834.1,,E1_DerP2_DerF2,126957.SMAR008861-PA,30.2,3.75e-23,97.8,80.0804178016965,20.4663760933784,0.217244819248754,1.99665011208255,uncharacterized protein NPIL_494211 [Nephila pilipes]
,GFT34836.1,RB1,"DUF3452,RB_A,RB_B,Rb_C",38654.XP_006030261.1,31.6,7.99e-88,305.0,,,,,retinoblastoma-associated protein [Nephila pilipes]
,GFT34838.1,MCCC1,"Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2",61622.XP_010364528.1,61.5,1.67e-280,793.0,,,,,"methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial [Nephila pilipes]"
,GFT34841.1,,"RVT_1,rve",7668.SPU_021678-tr,59.2,3.2500000000000003e-21,94.7,,,,,retrovirus-related Pol polyprotein from transposon 412 [Nephila pilipes]
,GFT34843.1,,"RVT_1,gag-asp_proteas,rve,zf-CCHC",7668.SPU_008423-tr,35.7,4.51e-20,95.5,,,,,retroviral aspartyl protease family protein [Nephila pilipes]
,GFT34849.1,ATG4A,Peptidase_C54,9031.ENSGALP00000013462,44.2,3.38e-103,317.0,,,,,cysteine protease ATG4A [Nephila pilipes]
NPIL_15091,GFT34860.1,,PIF1,7091.BGIBMGA003354-TA,48.9,3.95e-39,149.0,0.0,0.305799832117246,0.701131487739956,0.0,uncharacterized protein NPIL_15091 [Nephila pilipes]
,GFT34863.1,G5I_04210,HTH_24,103372.F4WF04,49.6,2.6999999999999997e-34,125.0,,,,,HTH_48 domain-containing protein [Nephila pilipes]
,GFT34869.1,,F-box,6087.XP_004209437.1,37.9,5.0600000000000005e-22,99.0,,,,,t-complex protein 1 subunit delta [Nephila pilipes]
,GFT34879.1,CTH,Cys_Met_Meta_PP,28377.ENSACAP00000013340,67.4,2.95e-13,68.9,,,,,"cystathionine gamma-lyase, partial [Nephila pilipes]"
,GFT34883.1,107370059,Acyl_transf_3,32264.tetur37g00280.1,26.8,7.12e-65,235.0,,,,,"nose resistant to fluoxetine protein 6, partial [Nephila pilipes]"
,GFT34885.1,,"BAR,RhoGEF,SH3_1,SH3_9",126957.SMAR005340-PA,29.1,1.0699999999999999e-199,641.0,,,,,dynamin-binding protein [Nephila pilipes]
,GFT34888.1,,"KH_2,Ribosomal_S3_C",6500.XP_005112049.1,90.6,1.02e-141,403.0,,,,,40S ribosomal protein S3 [Nephila pilipes]
NPIL_119541,GFT34893.1,,Na_K-ATPase,6669.EFX86607,36.2,7.64e-43,157.0,0.0,0.0,0.0996431022155482,0.218335991167821,hypothetical protein NPIL_119541 [Nephila pilipes]
,GFT34894.1,,"RVT_1,rve",7070.TC010212-PA,63.8,1.94e-21,95.5,,,,,retrovirus-related Pol polyprotein from transposon 412 [Nephila pilipes]
,GFT34900.1,,fn3,126957.SMAR011060-PA,29.1,3.31e-102,363.0,,,,,phosphatidylinositol phosphatase PTPRQ [Nephila pilipes]
NPIL_541571,GFT34902.1,TRMT5,Met_10,9612.ENSCAFP00000022999,31.4,7.9e-47,172.0,0.569815660392759,0.733353301095988,0.0,3.68428800555168,hypothetical protein NPIL_541571 [Nephila pilipes]
,GFT34919.1,L798_13976,"DUF89,Fumble",136037.KDR11647,70.0,1.26e-15,77.4,,,,,"pantothenate kinase 4, partial [Nephila pilipes]"
NPIL_581061,GFT34920.1,,DUF4371,6087.XP_004208993.1,37.9,8.61e-10,60.1,0.903845530278169,0.0,0.0,0.0,hypothetical protein NPIL_581061 [Nephila pilipes]
,GFT34929.1,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",109478.XP_005863307.1,45.5,1.42e-10,63.9,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
,GFT34931.1,,GMC_oxred_N,32264.tetur11g03600.1,51.5,1.82e-49,173.0,,,,,"glucose dehydrogenase, partial [Nephila pilipes]"
NPIL_588561,GFT34936.1,,Methyltransf_11,1500306.JQLA01000006_gene684,30.4,5.02e-05,52.4,0.281225372358479,0.0,0.0499153299089557,0.0546867409174263,hypothetical protein NPIL_588561 [Nephila pilipes]
,GFT34954.1,,Ipi1_N,8153.XP_005937632.1,26.2,1.07e-11,74.3,,,,,testis-expressed protein 10 [Nephila pilipes]
"NPIL_299331,",GFT34957.1,,LRR_8,32264.tetur01g06290.1,53.3,2.0100000000000002e-32,128.0,,,,,"uncharacterized protein NPIL_299331, partial [Nephila pilipes]"
,GFT35001.1,LOC593221,ATP-synt_C,7668.SPU_026580-tr,77.4,1.31e-72,221.0,,,,,v-type proton ATPase 16 kDa proteolipid subunit [Nephila pilipes]
,GFT35004.1,,"GAD,tRNA-synt_2,tRNA_anti-codon",10224.XP_006823531.1,49.5,1.8700000000000003e-210,608.0,,,,,"aspartate--tRNA ligase, mitochondrial [Nephila pilipes]"
,GFT35005.1,,Methyltransf_23,126957.SMAR010546-PA,49.8,1.5e-66,224.0,,,,,small RNA 2'-O-methyltransferase [Nephila pilipes]
,GFT35006.1,,"G-patch,RRM_1",7425.NV11099-PA,37.7,1.23e-81,289.0,,,,,RNA-binding protein 10 [Nephila pilipes]
,GFT35008.1,,"tRNA-synt_2,tRNA_anti-codon",126957.SMAR000315-PA,68.6,3.62e-283,791.0,,,,,lysine--tRNA ligase [Nephila pilipes]
NPIL_394141,GFT35009.1,Tcjhamt,Methyltransf_25,7070.TC008471-PA,24.7,1.04e-05,54.3,0.189310924180714,0.01228453819542,0.197160133707842,0.26743685322992,uncharacterized protein NPIL_394141 [Nephila pilipes]
NPIL_394151,GFT35011.1,arsM,Methyltransf_31,1027273.GZ77_16445,26.5,2.1e-07,58.5,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_394151 [Nephila pilipes]
NPIL_394152,GFT35013.1,arsM,Methyltransf_31,1027273.GZ77_16445,26.5,1.78e-07,58.5,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_394152 [Nephila pilipes]
,GFT35014.1,,TM231,7739.XP_002607438.1,43.6,5.73e-83,260.0,,,,,transmembrane protein 231 [Nephila pilipes]
NPIL_394181,GFT35019.1,,Methyltransf_11,132113.XP_003486714.1,26.1,2.35e-15,82.0,0.26391287116396,0.0379739759421824,0.207990859889977,0.264968285404793,hypothetical protein NPIL_394181 [Nephila pilipes]
,GFT35022.1,,UQ_con,126957.SMAR002840-PA,73.4,8.46e-86,256.0,,,,,NEDD8-conjugating enzyme UBE2F [Nephila pilipes]
,GFT35024.1,HOGA1,DHDPS,7897.ENSLACP00000011895,55.8,6.47e-111,332.0,,,,,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial [Nephila pilipes]"
,GFT35026.1,G5I_09986,"ABC2_membrane,ABC_tran",103372.F4WVN8,49.8,3.9200000000000005e-86,278.0,,,,,protein white [Nephila pilipes]
,GFT35027.1,T01_144,"DUF1758,DUF1759,RVT_1",6334.EFV50602,41.9,2.36e-05,50.1,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
NPIL_668461,GFT35058.1,100141774,"DUF4371,RVT_1",7070.TC011569-PA,34.8,1.21e-16,84.0,0.0,0.0,0.208477601700455,0.0,hypothetical protein NPIL_668461 [Nephila pilipes]
,GFT35062.1,,7tm_1,7739.XP_002604717.1,25.5,3.13e-10,67.0,,,,,putative Neuropeptide Y receptor [Nephila pilipes]
NPIL_668501,GFT35068.1,20203769,Dimer_Tnp_hAT,6412.HelroP171760,62.8,2.33e-09,63.2,0.0,0.0,0.109318962269458,0.0,hypothetical protein NPIL_668501 [Nephila pilipes]
,GFT35070.1,T01_1441,"Asp_protease_2,DUF1759,Peptidase_A17,rve",6334.EFV58988,30.9,3.2300000000000004e-33,142.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFT35105.1,T01_13806,"DUF1758,DUF1759,Peptidase_A17,RVT_1",6334.EFV50150,36.7,1.82e-11,66.6,,,,,pro-Pol polyprotein [Nephila pilipes]
"NPIL_182171,",GFT35124.1,,Acyl_transf_3,32264.tetur09g02900.1,43.9,1.54e-07,56.2,,,,,"hypothetical protein NPIL_182171, partial [Nephila pilipes]"
,GFT35156.1,ACK69738.1,Sulfotransfer_1,65393.PCC7424_1291,59.2,6.83e-12,68.2,,,,,"sulfotransfer_1 domain-containing protein, partial [Nephila pilipes]"
,GFT35166.1,CYP4V2,p450,59894.ENSFALP00000012483,49.0,2.41e-145,432.0,,,,,cytochrome P450 4V2 [Nephila pilipes]
,GFT35168.1,,p450,126957.SMAR008771-PA,51.1,1.4500000000000001e-99,304.0,,,,,cytochrome P450 4V2 [Nephila pilipes]
,GFT35172.1,CYP4V2,p450,59894.ENSFALP00000012483,48.0,8.259999999999999e-138,412.0,,,,,cytochrome P450 4V2 [Nephila pilipes]
,GFT35174.1,,p450,126957.SMAR008771-PA,47.6,1.6300000000000002e-88,275.0,,,,,cytochrome P450 4V2 [Nephila pilipes]
NPIL_328391,GFT35178.1,8233784,Transposase_1,121225.PHUM017920-PA,36.6,4.16e-06,50.4,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_328391 [Nephila pilipes]
,GFT35180.1,,RVT_1,7425.NV30465-PA,37.5,1.6400000000000002e-125,411.0,,,,,retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 [Nephila pilipes]
,GFT35198.1,GL20293,ATP-synt_C,7234.FBpp0184400,79.2,5.02e-72,220.0,,,,,v-type proton ATPase 16 kDa proteolipid subunit [Nephila pilipes]
,GFT35214.1,,"DUF1759,Peptidase_A17,rve",7425.NV17816-PA,34.4,5.7099999999999995e-34,139.0,,,,,"integrase catalytic domain-containing protein, partial [Nephila pilipes]"
,GFT35245.1,,Homeobox,8083.ENSXMAP00000013732,71.2,1.65e-36,139.0,,,,,homeobox protein MSX-1 [Nephila pilipes]
,GFT35253.1,101150409,Transposase_1,9593.ENSGGOP00000004832,42.8,1.89e-68,224.0,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
,GFT35255.1,,PID_2,126957.SMAR008388-PA,73.0,6.84e-104,311.0,,,,,protein FAM43A [Nephila pilipes]
,GFT35259.1,NK2-3/5,Homeobox,10224.XP_006815459.1,51.9,5.72e-23,105.0,,,,,homeobox protein Nkx-2.3 [Nephila pilipes]
NPIL_619841,GFT35311.1,,DNA_pol_B_2,27923.ML215416a-PA,39.5,8.990000000000001e-26,108.0,0.0,0.0,0.522014782210588,0.0,uncharacterized protein NPIL_619841 [Nephila pilipes]
,GFT35317.1,,RVT_1,7029.ACYPI24874-PA,40.3,2.11e-77,271.0,,,,,"transposon TX1 uncharacterized 149 kDa protein, partial [Nephila pilipes]"
,GFT35327.1,,p450,42254.XP_004620781.1,29.1,8.780000000000001e-37,149.0,,,,,cytochrome P450 2A7 [Nephila pilipes]
,GFT35329.1,,Tmemb_161AB,126957.SMAR012766-PA,51.8,5.2300000000000005e-169,492.0,,,,,transmembrane protein 161B [Nephila pilipes]
NPIL_273021,GFT35331.1,,PCMT,126957.SMAR004911-PA,70.6,7.71e-118,343.0,1.33986426462982,0.845297349433158,0.538970864118461,3.47014655618729,hypothetical protein NPIL_273021 [Nephila pilipes]
,GFT35340.1,Gstm1,"GST_C_3,GST_N",10090.ENSMUSP00000004140,48.1,6.88e-65,207.0,,,,,glutathione S-transferase Mu 1 [Nephila pilipes]
,GFT35347.1,,Transposase_1,7029.ACYPI44937-PA,36.1,2.56e-69,229.0,,,,,putative mariner transposase [Nephila pilipes]
,GFT35382.1,,YjeF_N,7739.XP_002605536.1,43.2,3.67e-65,211.0,,,,,NAD(P)H-hydrate epimerase [Nephila pilipes]
