Gene ID,protein_id,Preferred_Name,KEGG_KO,KEGG_Pathway,KEGG_Module,KEGG_EC,KEGG_BRITE,sseqid,pident,evalue,bitscore,NPFM1,NPFM2,NPFM3,NPFM4,Protein Description,GO_Terms,eggNOG_OGs
,GFT57855.1,,,,,,,126957.SMAR007149-PA,59.8,0.0,1981.0,,,,,kinesin-like protein KIF13A [Nephila pilipes],,"3AHYF@33154,3BEFY@33208,3CT9N@33213,41V42@6656,COG5059@1,KOG0241@2759"
,GFT57857.1,,,,,,,126957.SMAR007149-PA,59.8,0.0,1981.0,,,,,kinesin-like protein KIF13A [Nephila pilipes],,"3AHYF@33154,3BEFY@33208,3CT9N@33213,41V42@6656,COG5059@1,KOG0241@2759"
,GFT57861.1,GJ10355,ko:K03283,"map05164,map05162,map05145,map04010,ko05145,map03040,map04213,ko04144,ko04141,map05134,ko03040,map04144,ko04612,ko05134,ko04915,ko04010,map05169,map04612,ko05164,map04141,ko05162,ko04213,ko05169,map04915","M00355,M00353",,"ko04147,ko04516,ko04131,ko03029,ko03009,ko03041,ko03051,ko01009,ko00001,ko00000,ko03110,ko00002",7244.FBpp0224772,60.5,2.77e-39,146.0,,,,,heat shock 70 kDa protein cognate 4 [Nephila pilipes],,"38BSZ@33154,3BA18@33208,3DMH5@33213,3SK58@50557,41YDN@6656,44X9M@7147,45RD2@7214,COG0443@1,KOG0101@2759"
,GFT57865.1,,,,,,,79684.XP_005364479.1,23.8,0.000107,52.8,,,,,signal peptide peptidase-like 2B [Nephila pilipes],,"35A8U@314146,38HX5@33154,3BD7B@33208,3CZ0G@33213,3J95K@40674,48121@7711,48VQQ@7742,4Q0M5@9989,KOG2442@2759,KOG2443@1"
,GFT57867.1,,,,,,,7668.SPU_028185-tr,35.1,2.74e-17,85.5,,,,,putative RNA-directed DNA polymerase from transposon BS [Nephila pilipes],,"3A278@33154,3BQC7@33208,3D3FI@33213,KOG1075@1,KOG1075@2759"
NPIL_7391,GFT57870.1,,,,,,,7029.ACYPI37599-PA,34.6,6.49e-07,59.7,0.0,0.0,0.0,0.0,hypothetical protein NPIL_7391 [Nephila pilipes],,"3A278@33154,3BQC7@33208,3D3FI@33213,3ECF5@33342,3SUI6@50557,422CS@6656,KOG1075@1,KOG1075@2759"
,GFT57871.1,,,,,,,69319.XP_008555446.1,59.1,6.17e-14,76.3,,,,,fibropellin-1 [Nephila pilipes],,"3A9NR@33154,3BVYM@33208,3DBY8@33213,3SQWD@50557,421WI@6656,COG0507@1,KOG0987@2759"
,GFT57873.1,,ko:K09597,,,,"ko01002,ko01000,ko00000",6669.EFX72517,41.8,1.32e-46,166.0,,,,,signal peptide peptidase-like 2B [Nephila pilipes],,"38HX5@33154,3BD7B@33208,3CZ0G@33213,420US@6656,KOG2442@2759,KOG2443@1"
NPIL_364361,GFT57875.1,,,,,,,7029.ACYPI062548-PA,34.9,4.65e-23,102.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_364361 [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,3T00U@50557,4230R@6656"
,GFT57879.1,,ko:K02879,"map03010,ko03010",M00178,,"br01610,ko03011,ko00001,ko00000,ko00002",7029.ACYPI004127-PA,57.9,9.110000000000001e-47,157.0,,,,,39S ribosomal protein L17 [Nephila pilipes],,"3A1BW@33154,3BPTN@33208,3D6XY@33213,3EAMW@33342,3SKY9@50557,41YQC@6656,COG0203@1,KOG3280@2759"
,GFT57883.1,EAZ88491.1,,,,,,391612.CY0110_15255,36.6,1.62e-61,204.0,,,,,sulfotransferase 1C2A [Nephila pilipes],,"1G8T0@1117,31CAG@2,3KFWM@43988,KOG1584@1"
,GFT57887.1,polr3k,ko:K03019,"map01100,ko03020,map00230,map03020,ko01100,map05169,map00240,map04623,ko00240,ko00230,ko04623,ko05169",M00181,,"br01611,ko03021,ko00001,ko00000,ko00002",215358.XP_010728835.1,72.2,3.28e-59,184.0,,,,,DNA-directed RNA polymerase III subunit RPC10 [Nephila pilipes],,"3A5T1@33154,3BQDG@33208,3D7AE@33213,48EJ3@7711,49BHP@7742,4A3HK@7898,COG1594@1,KOG2906@2759"
,GFT57889.1,v1g80221,ko:K01137,"map01100,ko01100,ko00531,ko04142,map00531,map04142","M00078,M00079",3.1.6.14,"ko01000,ko00001,ko00000,ko00002",45351.EDO49809,53.4,9.09e-174,504.0,,,,,n-acetylglucosamine-6-sulfatase [Nephila pilipes],,"38E91@33154,3BCUU@33208,COG3119@1,KOG3731@2759"
,GFT57891.1,,ko:K09597,,,,"ko01002,ko01000,ko00000",6669.EFX72517,53.1,2.38e-112,348.0,,,,,signal peptide peptidase-like 2B [Nephila pilipes],,"38HX5@33154,3BD7B@33208,3CZ0G@33213,420US@6656,KOG2442@2759,KOG2443@1"
,GFT57893.1,LOC552319,ko:K03037,"ko05169,map05169,map03050,ko03050",M00341,,"ko00001,ko00000,ko03051,ko00002",7460.GB55528-PA,77.4,1.56e-214,600.0,,,,,26S proteasome non-ATPase regulatory subunit 6 [Nephila pilipes],,"38C36@33154,3BBKJ@33208,3CVXD@33213,3SJ1S@50557,41VDJ@6656,46HU3@7399,COG5187@1,KOG0687@2759"
,GFT57900.1,,,,,,,7668.SPU_008423-tr,29.3,1.01e-18,94.7,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes],,"38F42@33154,3BA5H@33208,3CWAK@33213,COG2801@1,KOG0017@2759"
,GFT57902.1,,,,,,,6412.HelroP184490,41.8,5.6600000000000004e-36,138.0,,,,,CCHC-type domain-containing protein [Nephila pilipes],,"2CZ63@1,2S8NK@2759,3AS0N@33154,3C3IA@33208,3DK6C@33213"
,GFT57904.1,107360134,,,,,,32264.tetur04g04880.1,33.3,6.16e-35,137.0,,,,,lysosome-associated membrane glycoprotein 5 [Nephila pilipes],,"38JEK@33154,3B946@33208,3CXJ7@33213,41Z5X@6656,KOG4818@1,KOG4818@2759"
NPIL_7561,GFT57908.1,,,,,,,126957.SMAR003355-PA,38.1,1.4999999999999999e-106,355.0,0.451984613060959,0.427374830379268,0.687274217676394,0.328026893532276,hypothetical protein NPIL_7561 [Nephila pilipes],,"38EJ6@33154,3BE4M@33208,3CVTV@33213,41VK8@6656,KOG1721@1,KOG1721@2759"
,GFT57927.1,,,,,,,7719.XP_002121256.2,46.3,6.240000000000001e-21,94.0,,,,,retrovirus-related Pol polyprotein from transposon opus [Nephila pilipes],,"38F42@33154,3BA5H@33208,3CWAK@33213,48B0V@7711,COG2801@1,KOG0017@2759"
NPIL_331461,GFT57964.1,,,,,,,10224.XP_006823529.1,41.9,3.2500000000000004e-122,376.0,0.257361950958037,0.119871932833198,0.351987905780234,0.0316959832019228,uncharacterized protein NPIL_331461 [Nephila pilipes],,"39MR6@33154,3BF66@33208,3D5KK@33213,COG4886@1,KOG0619@2759"
,GFT57965.1,,,,,,,126957.SMAR005171-PA,29.0,5.1900000000000005e-31,143.0,,,,,c2H2-type domain-containing protein [Nephila pilipes],,"28KJ4@1,2QT0I@2759,39UHV@33154,3BKXB@33208,3D4R7@33213,41Y82@6656"
,GFT57967.1,,,,,,,126957.SMAR015086-PA,53.5,1.4200000000000001e-226,647.0,,,,,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 [Nephila pilipes],,"38DP8@33154,3BABJ@33208,3CX18@33213,41VKK@6656,KOG2291@1,KOG2291@2759"
,GFT57969.1,,,,,,,126957.SMAR002770-PA,71.9,1.02e-99,293.0,,,,,ADP-ribosylation factor-like protein 6 [Nephila pilipes],,"38E6K@33154,3BHXW@33208,3CX8Z@33213,41YZ6@6656,COG1100@1,KOG0070@2759"
,GFT57984.1,,,,,,,7070.TC001735-PA,35.7,9.04e-14,77.4,,,,,"transposon Ty3-G Gag-Pol polyprotein, partial [Nephila pilipes]",,"38F42@33154,3CNFK@33208,3E4K9@33213,COG2801@1,KOG0017@2759"
,GFT58005.1,8236183,ko:K13298,"ko05032,ko04934,ko00230,map04934,map05032,map00230",,"3.1.4.35,3.1.4.17","ko01000,ko00001,ko00000",121225.PHUM497020-PA,64.6,0.0,1109.0,,,,,"dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11 [Nephila pilipes]",,"38BQB@33154,3B9XB@33208,3CSEF@33213,3E7YK@33342,3SKQF@50557,41UY5@6656,KOG3689@1,KOG3689@2759"
,GFT58007.1,8236183,ko:K13298,"ko05032,ko04934,ko00230,map04934,map05032,map00230",,"3.1.4.35,3.1.4.17","ko01000,ko00001,ko00000",121225.PHUM497020-PA,64.6,0.0,1109.0,,,,,"dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11 [Nephila pilipes]",,"38BQB@33154,3B9XB@33208,3CSEF@33213,3E7YK@33342,3SKQF@50557,41UY5@6656,KOG3689@1,KOG3689@2759"
,GFT58035.1,103316638,,,,,,7425.NV11013-PA,37.5,1.55e-15,84.3,,,,,speckle-type POZ protein-like A [Nephila pilipes],,"38DSA@33154,3BFGK@33208,3CR5U@33213,3SKER@50557,41UVD@6656,46GG0@7399,KOG1987@1,KOG1987@2759"
NPIL_315271,GFT58037.1,107361825,,,,,,32264.tetur01g14280.1,35.2,5.870000000000001e-59,207.0,0.0046818548390174,0.203491487671215,0.311040697233245,0.0432453180566111,uncharacterized protein NPIL_315271 [Nephila pilipes],,"2A48N@1,2RY6Y@2759,3A0RQ@33154,3BQ7C@33208,3D70F@33213,41YV5@6656"
,GFT58039.1,,,,,,,7070.TC001493-PA,62.7,2.93e-13,74.7,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes],,"2CXJS@1,2RY1K@2759,39VGM@33154,3BJCI@33208,3CWQ6@33213,3SMMG@50557,41Z93@6656"
NPIL_535861,GFT58044.1,,,,,,,7029.ACYPI54903-PA,36.7,1.57e-15,80.9,0.0,0.0,0.0,0.0,hypothetical protein NPIL_535861 [Nephila pilipes],,"3AKST@33154,3C0JE@33208,3DH39@33213,3SR0A@50557,422FM@6656,KOG1121@1,KOG1121@2759"
NPIL_315301,GFT58045.1,,,,,,,6087.XP_004208340.1,46.0,1.26e-313,921.0,0.0,0.0248981684971083,0.190286674341977,0.0833904780656277,uncharacterized protein NPIL_315301 [Nephila pilipes],,"2CN0N@1,2QT5H@2759,38HD6@33154"
,GFT58047.1,,,,,,,7029.ACYPI37446-PA,34.7,1.92e-92,310.0,,,,,c2H2-type domain-containing protein [Nephila pilipes],,"2ECJA@1,2SIDR@2759,3AHH2@33154,3BZN9@33208,3DDCY@33213"
,GFT58052.1,,,,,,,126957.SMAR011361-PA,49.7,0.0,1675.0,,,,,nipped-B-like protein [Nephila pilipes],,"38XR9@33154,3BIQN@33208,3CXTJ@33213,41VAU@6656,KOG1020@1,KOG1020@2759"
,GFT58053.1,,,,,,,13249.RPRC004224-PA,57.6,7.86e-18,85.1,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes],,"2CXJS@1,2RY1K@2759,39VGM@33154,3BJCI@33208,3CWQ6@33213,41Z93@6656"
NPIL_315341,GFT58055.1,G5I_12490,,,,,,103372.F4X2G4,39.8,3.1e-07,53.9,0.0,0.0,0.0,0.0,hypothetical protein NPIL_315341 [Nephila pilipes],,"2D8TD@1,2TBFE@2759,396NY@33154,3CB14@33208,3DS9K@33213,3SS0H@50557,428D1@6656"
,GFT58057.1,,,,,,,7425.NV15429-PA,36.5,9.72e-98,329.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,3T012@50557,4230R@6656,46MK3@7399"
,GFT58065.1,,,,,,,7425.NV17816-PA,34.3,5.55e-10,66.6,,,,,integrase_H2C2 domain-containing protein [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,3T012@50557,4230R@6656,46MK3@7399"
"NPIL_550861,",GFT58105.1,,,,,,,28737.XP_006886775.1,51.5,9.49e-18,77.8,,,,,"hypothetical protein NPIL_550861, partial [Nephila pilipes]",,"3588U@311790,38CE8@33154,3BB2M@33208,3CYU5@33213,3J5TC@40674,47Z32@7711,48XFP@7742,COG2319@1,KOG0644@2759"
,GFT58133.1,,,,,,,7425.NV15429-PA,31.9,1.35e-13,73.6,,,,,DUF1758 domain-containing protein [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,3T012@50557,4230R@6656,46MK3@7399"
,GFT58136.1,,,,,,,7070.TC001735-PA,27.5,3.8900000000000005e-37,148.0,,,,,retrovirus-related Pol polyprotein from transposon 17.6 [Nephila pilipes],,"38F42@33154,3CNFK@33208,3E4K9@33213,COG2801@1,KOG0017@2759"
,GFT58159.1,,,,,,,6669.EFX82660,38.1,5.45e-21,97.4,,,,,"phosphoenolpyruvate synthase, partial [Nephila pilipes]",,"2QS3J@2759,39MFV@33154,3BIW6@33208,3CZUJ@33213,41UHP@6656,COG0574@1"
NPIL_496611,GFT58165.1,,,,,,,6087.XP_004213019.1,50.4,1.5800000000000001e-245,722.0,0.0,0.228879205920648,0.262384738815612,0.0,uncharacterized protein NPIL_496611 [Nephila pilipes],,"2CN0N@1,2QT5H@2759,38HD6@33154"
,GFT58176.1,,,,,,,32264.tetur01g09720.1,70.4,5.46e-49,169.0,,,,,"transketolase, partial [Nephila pilipes]",,"38B8B@33154,3BG4D@33208,3CXK5@33213,41VZS@6656,COG0021@1,KOG0523@2759"
NPIL_190321,GFT58180.1,,,,,,,6087.XP_004207304.1,38.6,1.75e-19,90.9,0.0953917037616669,0.0,0.0804236279911986,0.0,uncharacterized protein NPIL_190321 [Nephila pilipes],,"2CXYR@1,2S0S7@2759,39ZC1@33154,3BU96@33208"
,GFT58194.1,,,,,,,7668.SPU_019416-tr,47.1,5.93e-15,77.0,,,,,retrovirus-related Pol polyprotein from transposon 412 [Nephila pilipes],,"38F42@33154,3BI8I@33208,3D5CW@33213,COG2801@1,KOG0017@2759"
,GFT58196.1,Smp_185370,,,,,,6183.Smp_185370.1,57.4,2.05e-15,77.8,,,,,retrovirus-related Pol polyprotein from transposon 412 [Nephila pilipes],,"38F42@33154,3BI8I@33208,3D5CW@33213,COG2801@1,KOG0017@2759"
,GFT58200.1,,ko:K17541,,,,"ko01001,ko04131,ko00000",32264.tetur31g01450.1,69.0,8.649999999999999e-61,200.0,,,,,SCY1-like protein 2 [Nephila pilipes],,"38GKZ@33154,3BGD8@33208,3D0VT@33213,41V10@6656,KOG2137@1,KOG2137@2759"
,GFT58208.1,KLF7,ko:K09207,,,,"ko03000,ko00000",176946.XP_007434195.1,92.0,2.3299999999999996e-23,100.0,,,,,krueppel-like factor 6 [Nephila pilipes],,"39F45@33154,3BC0U@33208,3D15Q@33213,487DB@7711,48ZZF@7742,KOG1721@1,KOG1721@2759"
,GFT58210.1,107369366,,,,,,32264.tetur01g14400.1,49.9,8.07e-148,437.0,,,,,MPN domain-containing protein [Nephila pilipes],,"38ES2@33154,3BBEC@33208,3CWFK@33213,41UCV@6656,COG1310@1,KOG1555@2759"
,GFT58213.1,LOC656001,,,,,,7070.TC003668-PA,57.3,3.04e-82,259.0,,,,,ras-related protein Rap-1b [Nephila pilipes],,"3A2F3@33154,3BJWV@33208,3D7X1@33213,3SI3T@50557,41W8N@6656,COG1100@1,KOG0395@2759"
,GFT58223.1,,,,,,,7213.XP_004519940.1,52.4,1.04e-78,248.0,,,,,ig-like domain-containing protein [Nephila pilipes],,"39YWC@33154,3BMDN@33208,3CYTK@33213,3SJ5V@50557,41WM9@6656,44Y7Y@7147,KOG3510@1,KOG3510@2759"
"NPIL_197191,",GFT58229.1,,,,,,,8081.XP_008403244.1,61.2,9.7e-09,58.2,,,,,"hypothetical protein NPIL_197191, partial [Nephila pilipes]",,"38BTY@33154,3BF8S@33208,3CV2F@33213,488IN@7711,490UU@7742,49ZTB@7898,COG2124@1,KOG0158@2759"
,GFT58236.1,G5I_00566,,,,,,103372.F4W575,51.6,7.98e-33,120.0,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes],,"2DGIP@1,2S5UP@2759,3A5XI@33154,3BT0Z@33208,3D12G@33213"
,GFT58237.1,,,,,,,126957.SMAR011620-PA,56.1,6.25e-101,314.0,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes],,"38EY4@33154,3BAZ5@33208,3CW54@33213,41U13@6656,COG0591@1,KOG2349@2759"
,GFT58240.1,105622061,ko:K10523,"map04341,map04340,ko04340,ko04341",M00384,,"ko04121,ko00001,ko00000,ko00002",12957.ACEP19455-PA,47.8,5.0299999999999995e-25,104.0,,,,,speckle-type POZ protein B [Nephila pilipes],,"38DSA@33154,3BFGK@33208,3CR5U@33213,3SKER@50557,41UVD@6656,46GG0@7399,KOG1987@1,KOG1987@2759"
,GFT58244.1,,ko:K11251,"ko05034,ko05322,map05322,map05034,map04217,ko04217",,,"ko04147,ko03036,ko00001,ko00000",400682.PAC_15704216,100.0,2.9500000000000003e-35,124.0,,,,,histone H2A [Nephila pilipes],,"3A1K0@33154,3BQBZ@33208,COG5262@1,KOG1756@2759"
,GFT58249.1,107372309,ko:K02866,"map03010,ko03010","M00179,M00177",,"br01610,ko03011,ko00001,ko00000,ko00002",32264.tetur03g00100.1,79.3,6.31e-112,325.0,,,,,"60S ribosomal protein L10, partial [Nephila pilipes]",,"38CBG@33154,3B9AY@33208,3CSX1@33213,41VMS@6656,COG0197@1,KOG0857@2759"
NPIL_273361,GFT58251.1,,,,,,,7029.ACYPI35419-PA,48.1,3.13e-49,186.0,0.0368657107989689,0.12200452748794,0.761485698475502,0.0,uncharacterized protein NPIL_273361 [Nephila pilipes],,"28PAK@1,2QVXX@2759,39Z25@33154,3BNRK@33208,3D308@33213,3EE8B@33342,3SQIM@50557,41VFD@6656"
NPIL_273371,GFT58253.1,,,,,,,7029.ACYPI35419-PA,42.8,3.59e-87,291.0,0.0,0.102920963864653,0.265471923304347,0.0215443265953614,uncharacterized protein NPIL_273371 [Nephila pilipes],,"28PAK@1,2QVXX@2759,39Z25@33154,3BNRK@33208,3D308@33213,3EE8B@33342,3SQIM@50557,41VFD@6656"
,GFT58261.1,KGM_210351,,,,,,13037.EHJ74144,50.0,9.329999999999999e-23,101.0,,,,,THAP-type domain-containing protein [Nephila pilipes],,"2D057@1,2SCUS@2759,3AD2T@33154,3BWD9@33208,3DCQF@33213,421K0@6656"
,GFT58262.1,CENPB,ko:K11496,,,,"ko03036,ko00000",13616.ENSMODP00000019160,45.7,1.2e-30,126.0,,,,,major centromere autoantigen B [Nephila pilipes],,"38GWY@33154,3BKR6@33208,3D1QB@33213,3JE95@40674,483I0@7711,495EU@7742,4K8YZ@9263,KOG3105@1,KOG3105@2759"
NPIL_434241,GFT58264.1,,,,,,,13249.RPRC011200-PA,36.9,3.09e-18,81.3,0.0,0.0,0.0,1.15290645071685,hypothetical protein NPIL_434241 [Nephila pilipes],,"2EYUU@1,2T09V@2759,393UP@33154,3C929@33208,3DQ58@33213,3EE00@33342,3SW05@50557,426BW@6656"
NPIL_645201,GFT58272.1,,,,,,,126957.SMAR001188-PA,49.0,3.8e-63,208.0,0.0881553375943954,0.0,0.260129563556734,0.0407136246609651,uncharacterized protein NPIL_645201 [Nephila pilipes],,"39QTD@33154,3BG8M@33208,3CXH3@33213,41UFB@6656,KOG1418@1,KOG1418@2759"
,GFT58274.1,107367584,ko:K10341,,,,"ko04121,ko00000",32264.tetur22g00180.1,38.4,6.13e-93,293.0,,,,,WD repeat and SOCS box-containing protein 1 [Nephila pilipes],,"38D6R@33154,3BGA2@33208,3CUY8@33213,421ER@6656,KOG0266@1,KOG0266@2759"
,GFT58276.1,107367584,ko:K10341,,,,"ko04121,ko00000",32264.tetur22g00180.1,39.1,1.1199999999999999e-95,299.0,,,,,WD repeat and SOCS box-containing protein 1 [Nephila pilipes],,"38D6R@33154,3BGA2@33208,3CUY8@33213,421ER@6656,KOG0266@1,KOG0266@2759"
,GFT58278.1,107367584,ko:K10341,,,,"ko04121,ko00000",32264.tetur22g00180.1,39.1,1.87e-95,299.0,,,,,WD repeat and SOCS box-containing protein 1 [Nephila pilipes],,"38D6R@33154,3BGA2@33208,3CUY8@33213,421ER@6656,KOG0266@1,KOG0266@2759"
,GFT58280.1,,,,,,,126957.SMAR003819-PA,24.7,3.91e-07,59.7,,,,,RH1 domain-containing protein [Nephila pilipes],,"2CEQZ@1,2QR9G@2759,38QNN@33154,3BG89@33208,3CZM8@33213,41XCX@6656"
,GFT58282.1,107361680,ko:K14003,"ko04141,map04141",,,"ko04131,ko00001,ko00000",32264.tetur01g03170.1,40.3,6.160000000000001e-97,306.0,,,,,prolactin regulatory element-binding protein [Nephila pilipes],,"38C41@33154,3BERU@33208,3D4DI@33213,41YBT@6656,KOG0771@1,KOG0771@2759"
,GFT58284.1,,,,,,,215358.XP_010753324.1,41.7,1.9599999999999997e-104,321.0,,,,,SEC14-like protein 2 [Nephila pilipes],,"38H26@33154,3BB1Q@33208,3CUPE@33213,480KB@7711,49E8Z@7742,4A59N@7898,KOG1471@1,KOG1471@2759"
,GFT58286.1,,,,,,,126957.SMAR009525-PA,55.4,9.81e-43,143.0,,,,,14 kDa phosphohistidine phosphatase [Nephila pilipes],,"2CUCZ@1,2S4DR@2759,3A611@33154,3BT9Q@33208,3D9EE@33213,420IY@6656"
,GFT58288.1,,,,,,,6669.EFX80967,39.5,8.32e-102,319.0,,,,,pancreatic lipase-related protein 2 [Nephila pilipes],,"28N19@1,2SHK7@2759,39UKV@33154,3BHWN@33208,3D0VA@33213,41W7V@6656"
,GFT58293.1,107364424,ko:K00164,"map01100,ko01200,map00310,map01110,map01120,ko01110,ko00310,ko01100,map01200,ko01130,ko00020,ko01120,map00020,map01130,map00380,ko00380","M00009,M00011,M00032",1.2.4.2,"ko01000,br01601,ko00001,ko00000,ko00002",32264.tetur01g13490.1,72.8,0.0,1478.0,,,,,"2-oxoglutarate dehydrogenase, mitochondrial [Nephila pilipes]",,"38FJ2@33154,3BATW@33208,3CU2N@33213,41TXU@6656,COG0567@1,KOG0450@2759"
,GFT58295.1,,ko:K22074,,,,"ko03029,ko00000",10224.XP_006814052.1,66.7,4.9599999999999995e-45,155.0,,,,,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial, partial [Nephila pilipes]",,"38H60@33154,3BH1K@33208,3CRFA@33213,COG0694@1,KOG2358@2759"
"NPIL_544671,",GFT58297.1,,,,,,,126957.SMAR008666-PA,46.3,4.7600000000000004e-27,115.0,,,,,"uncharacterized protein NPIL_544671, partial [Nephila pilipes]",,"2D01A@1,2SCDW@2759,3AQAE@33154,3C2AM@33208,3DIX5@33213,422WP@6656"
,GFT58314.1,HDLBP,,,,,,7668.SPU_016739-tr,40.5,1.85e-09,61.6,,,,,vigilin [Nephila pilipes],,"38D8R@33154,3BFE4@33208,3CSZ5@33213,KOG2208@1,KOG2208@2759"
NPIL_229181,GFT58327.1,v1g202361,,,,,,45351.EDO44911,31.7,2.4e-06,52.8,0.0,0.0,1.10493128901241,0.0,uncharacterized protein NPIL_229181 [Nephila pilipes],,"KOG2088@1,KOG2088@2759"
"NPIL_19171,",GFT58365.1,TEP13,,,,,,7165.AGAP008407-PA,46.7,7.55e-08,54.7,,,,,"uncharacterized protein NPIL_19171, partial [Nephila pilipes]",,"38DGN@33154,3BCF2@33208,3CTZZ@33213,3SHW0@50557,41VIF@6656,452DP@7147,45BAM@7148,COG2373@1,KOG1366@2759"
,GFT58446.1,,ko:K00010,"map01100,ko01100,ko00562,map01120,map00562,map00521,ko00521,ko01130,ko01120,map01130",,"1.1.1.369,1.1.1.18","ko01000,ko00001,ko00000",7425.NV11389-PA,37.1,2.89e-19,89.4,,,,,"GFO_IDH_MocA domain-containing protein, partial [Nephila pilipes]",,"38DJH@33154,3BNHQ@33208,3D3ZX@33213,3SJ4V@50557,41XNR@6656,46G6N@7399,COG0673@1,KOG2741@2759"
,GFT58448.1,8236174,ko:K10343,,,,"ko04121,ko00000",121225.PHUM496430-PA,75.2,1.07e-156,447.0,,,,,protein gustavus [Nephila pilipes],,"38CJF@33154,3BEZ9@33208,3CUU1@33213,3EC8K@33342,3SGZH@50557,41TRB@6656,KOG3953@1,KOG3953@2759"
,GFT58450.1,8236174,ko:K10343,,,,"ko04121,ko00000",121225.PHUM496430-PA,75.2,3.8900000000000003e-156,447.0,,,,,protein gustavus [Nephila pilipes],,"38CJF@33154,3BEZ9@33208,3CUU1@33213,3EC8K@33342,3SGZH@50557,41TRB@6656,KOG3953@1,KOG3953@2759"
,GFT58452.1,v1g110033,ko:K03189,,,,ko00000,45351.EDO39633,70.4,4.72e-115,336.0,,,,,uncharacterized urease accessory protein ureG-like [Nephila pilipes],,"2QR6E@2759,38GQT@33154,3BQ7J@33208,COG0378@1"
,GFT58454.1,,,,,,,32264.tetur02g00530.1,56.4,0.0,957.0,,,,,neprilysin-2 [Nephila pilipes],,"38BNF@33154,3B9I2@33208,3CW8Q@33213,41UAE@6656,COG3590@1,KOG3624@2759"
,GFT58469.1,,ko:K18643,,,,"ko04812,ko00000",32264.tetur28g01300.1,52.9,4.67e-19,82.8,,,,,katanin p80 WD40 repeat-containing subunit B1 [Nephila pilipes],,"38GF8@33154,3B9Q6@33208,3CU0X@33213,41TMR@6656,KOG0267@1,KOG0267@2759"
"NPIL_510651,",GFT58470.1,,,,,,,13249.RPRC010587-PA,38.6,5.75e-26,110.0,,,,,"hypothetical protein NPIL_510651, partial [Nephila pilipes]",,"3A278@33154,3BQC7@33208,3D3FI@33213,3ECF5@33342,3SUI6@50557,422CS@6656,KOG1075@1,KOG1075@2759"
,GFT58474.1,LOC582843,,,,,,7668.SPU_003121-tr,43.1,2.0799999999999998e-46,166.0,,,,,"nose resistant to fluoxetine protein 6, partial [Nephila pilipes]",,"38GB4@33154,3BE7Z@33208,3D4AT@33213,KOG3700@1,KOG3700@2759"
NPIL_651851,GFT58475.1,Ems,ko:K09317,,,,"ko03000,ko00000",7070.TC011763-PA,37.1,5.76e-14,75.1,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_651851 [Nephila pilipes],,"39SRX@33154,3BQ4B@33208,3CSS6@33213,3SM25@50557,41Z50@6656,KOG0843@2759,KOG0850@1"
,GFT58480.1,,,,,,,7029.ACYPI31612-PA,48.5,3.45e-49,171.0,,,,,zinc finger BED domain-containing protein 5 [Nephila pilipes],,"2CN11@1,2QT83@2759,38D3X@33154,3BDRF@33208,3CX54@33213,3SIMU@50557,41XCG@6656"
,GFT58484.1,Ems,ko:K09317,,,,"ko03000,ko00000",7070.TC011763-PA,44.0,1.6600000000000002e-43,158.0,,,,,homeotic protein empty spiracles [Nephila pilipes],,"39SRX@33154,3BQ4B@33208,3CSS6@33213,3SM25@50557,41Z50@6656,KOG0843@2759,KOG0850@1"
NPIL_651931,GFT58490.1,,,,,,,6087.XP_004208340.1,45.8,2.92e-314,920.0,0.0,0.0495309587232159,0.0378545169437065,0.0,uncharacterized protein NPIL_651931 [Nephila pilipes],,"2CN0N@1,2QT5H@2759,38HD6@33154"
NPIL_173421,GFT58493.1,,ko:K10478,,,,"ko04121,ko00000",32264.tetur06g00800.1,81.8,2.99e-35,129.0,0.0,0.0,0.370368029836563,0.0,hypothetical protein NPIL_173421 [Nephila pilipes],,"39WE4@33154,3BEW2@33208,3CUJF@33213,41X1I@6656,KOG2075@1,KOG2075@2759"
,GFT58502.1,,,,,,,32264.tetur01g12820.1,47.4,1.13e-21,94.7,,,,,adult-specific rigid cuticular protein 15.7 [Nephila pilipes],,"2C9WU@1,2S9H9@2759,3A862@33154,3BU8I@33208,3DAVC@33213,421AZ@6656"
